"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Infection within diet","Diet 33: infected vs control","LOC126349825","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.96941148922204e-05,2.52000902468921
"Infection within diet","Diet 33: infected vs control","LOC126349011","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.1601541965155e-05,1.76238564582695
"Infection within diet","Diet 33: infected vs control","LOC126355249","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.1601541965155e-05,2.14065651251985
"Infection within diet","Diet 33: infected vs control","LOC126284033","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.19757178630789e-05,3.53380201828115
"Infection within diet","Diet 33: infected vs control","LOC126282528","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.9137824752375e-05,2.14853334151103
"Infection within diet","Diet 33: infected vs control","LOC126292248","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.9137824752375e-05,2.18151818615447
"Infection within diet","Diet 33: infected vs control","LOC126336399","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00010163060299773,2.23792862417387
"Infection within diet","Diet 33: infected vs control","LOC126324086","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000108322999132141,2.58077123010928
"Infection within diet","Diet 33: infected vs control","LOC126353793","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000109421043656599,1.43586015629325
"Infection within diet","Diet 33: infected vs control","LOC126272290","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000110527870530299,2.10360739620573
"Infection within diet","Diet 33: infected vs control","LOC126267038","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000110611402184907,1.07439665833596
"Infection within diet","Diet 33: infected vs control","LOC126360693","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000110874357910961,2.53547209040222
"Infection within diet","Diet 33: infected vs control","LOC126356066","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000117891332575748,1.21279388281738
"Infection within diet","Diet 33: infected vs control","LOC126268132","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000118976851790792,1.9237205836831
"Infection within diet","Diet 33: infected vs control","LOC126335036","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.00011968433254143,1.9928090414576
"Infection within diet","Diet 33: infected vs control","LOC126267216","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000119846555654979,3.17389890387033
"Infection within diet","Diet 33: infected vs control","LOC126325205","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000119846555654979,1.97027434856452
"Infection within diet","Diet 33: infected vs control","LOC126355590","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000119846555654979,5.80312666040092
"Infection within diet","Diet 33: infected vs control","LOC126299374","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000128382825611215,4.78878827217705
"Infection within diet","Diet 33: infected vs control","LOC126272055","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000129909987168913,1.37203809756687
"Infection within diet","Diet 33: infected vs control","LOC126267545","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000142302031299779,5.27401864197924
"Infection within diet","Diet 33: infected vs control","LOC126354946","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000143993069013945,3.48456843482297
"Infection within diet","Diet 33: infected vs control","LOC126336414","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000152866410037252,4.84672537197399
"Infection within diet","Diet 33: infected vs control","LOC126278946","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000157200322460363,1.56886739092056
"Infection within diet","Diet 33: infected vs control","LOC126321085","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000158677972337376,1.90070370483041
"Infection within diet","Diet 33: infected vs control","LOC126282257","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000162799814883214,1.99132324151739
"Infection within diet","Diet 33: infected vs control","LOC126346362","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0001652274155654,5.01293467197154
"Infection within diet","Diet 33: infected vs control","LOC126336251","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000168600728790925,1.65496275176645
"Infection within diet","Diet 33: infected vs control","LOC126268728","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000172209444539516,2.43917987105269
"Infection within diet","Diet 33: infected vs control","LOC126357744","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000180447233564664,1.69915972915258
"Infection within diet","Diet 33: infected vs control","LOC126331691","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000192078817722995,3.20610098360693
"Infection within diet","Diet 33: infected vs control","LOC126282434","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000192562004703255,1.66612119967905
"Infection within diet","Diet 33: infected vs control","LOC126335523","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000198554743561247,1.35296769988669
"Infection within diet","Diet 33: infected vs control","LOC126267554","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000203808212470993,2.596512795573
"Infection within diet","Diet 33: infected vs control","LOC126336345","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000203902309662094,1.56076646597459
"Infection within diet","Diet 33: infected vs control","LOC126355203","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000211139196800378,2.30310311285403
"Infection within diet","Diet 33: infected vs control","LOC126282030","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000213215938533826,1.47761329089026
"Infection within diet","Diet 33: infected vs control","LOC126356215","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000213215938533826,1.97505967908794
"Infection within diet","Diet 33: infected vs control","LOC126365959","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000222807019893935,1.27088265034067
"Infection within diet","Diet 33: infected vs control","LOC126273222","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000225141995450966,3.42390973755626
"Infection within diet","Diet 33: infected vs control","LOC126334613","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000225141995450966,1.24085068492838
"Infection within diet","Diet 33: infected vs control","LOC126335348","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000225141995450966,2.19377553681497
"Infection within diet","Diet 33: infected vs control","LOC126356328","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000225141995450966,3.17356745514627
"Infection within diet","Diet 33: infected vs control","LOC126273306","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000226104799195471,1.64690965267026
"Infection within diet","Diet 33: infected vs control","LOC126291948","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000226104799195471,3.75788092462298
"Infection within diet","Diet 33: infected vs control","LOC126281715","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000227524860951008,1.52651714066189
"Infection within diet","Diet 33: infected vs control","LOC126278109","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000232912145662017,3.81811619378718
"Infection within diet","Diet 33: infected vs control","LOC126266675","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000254651954808257,1.29680213107217
"Infection within diet","Diet 33: infected vs control","LOC126266835","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000256726963075749,2.26403413769432
"Infection within diet","Diet 33: infected vs control","LOC126284651","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.00026184363061798,3.14133021362281
"Infection within diet","Diet 33: infected vs control","LOC126337058","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000282750700797302,2.50812696921268
"Infection within diet","Diet 33: infected vs control","LOC126361845","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000282750700797302,2.77044533928133
"Infection within diet","Diet 33: infected vs control","LOC126281499","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000283415464326053,4.66573113325282
"Infection within diet","Diet 33: infected vs control","LOC126292011","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000283415464326053,3.37056120317044
"Infection within diet","Diet 33: infected vs control","LOC126292237","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000285429416642218,1.42249428977898
"Infection within diet","Diet 33: infected vs control","LOC126356221","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000286919720599869,2.19197157829659
"Infection within diet","Diet 33: infected vs control","LOC126334771","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000294514638347894,1.61987396417022
"Infection within diet","Diet 33: infected vs control","LOC126293180","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.000301742005995065,2.6209032613907
"Infection within diet","Diet 33: infected vs control","LOC126282271","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.000302176508509099,1.48348995369766
