"Gene","n_samples_ge_minCount","kept"
"LOC126278953",44,TRUE
"LOC126278055",44,TRUE
"LOC126279057",44,TRUE
"LOC126279058",41,TRUE
"LOC126279055",44,TRUE
"LOC126279059",44,TRUE
"LOC126279060",44,TRUE
"LOC126279061",44,TRUE
"LOC126278610",42,TRUE
"LOC126277965",9,TRUE
"LOC126277964",44,TRUE
"LOC126277987",44,TRUE
"LOC126278240",4,FALSE
"LOC126278207",44,TRUE
"LOC126278849",44,TRUE
"LOC126278214",44,TRUE
"LOC126278030",44,TRUE
"LOC126278380",44,TRUE
"LOC126278123",44,TRUE
"LOC126278036",44,TRUE
"LOC126278850",0,FALSE
"LOC126278145",44,TRUE
"LOC126278851",0,FALSE
"LOC126278282",41,TRUE
"LOC126278387",42,TRUE
"LOC126278044",43,TRUE
"LOC126278046",44,TRUE
"LOC126278045",44,TRUE
"LOC126278852",44,TRUE
"LOC126277952",39,TRUE
"LOC126277951",44,TRUE
"LOC126278407",13,TRUE
"LOC126278408",2,FALSE
"LOC126278853",0,FALSE
"LOC126278211",10,TRUE
"LOC126278854",0,FALSE
"LOC126278432",11,TRUE
"LOC126278209",44,TRUE
"LOC126278210",0,FALSE
"LOC126278454",0,FALSE
"LOC126278855",0,FALSE
"LOC126278856",34,TRUE
"LOC126279064",44,TRUE
"LOC126279065",44,TRUE
"LOC126279062",43,TRUE
"LOC126279063",41,TRUE
"LOC126278035",44,TRUE
"LOC126277966",44,TRUE
"LOC126278085",44,TRUE
"LOC126278101",0,FALSE
"LOC126278100",44,TRUE
"LOC126278455",43,TRUE
"LOC126278395",39,TRUE
"LOC126278857",0,FALSE
"LOC126279136",44,TRUE
"LOC126279137",27,TRUE
"LOC126278433",44,TRUE
"LOC126277946",44,TRUE
"LOC126279036",44,TRUE
"LOC126279037",44,TRUE
"LOC126278859",0,FALSE
"LOC126278393",40,TRUE
"LOC126278033",44,TRUE
"LOC126278034",22,TRUE
"LOC126278434",38,TRUE
"LOC126278435",1,FALSE
"LOC126278458",44,TRUE
"LOC126278190",44,TRUE
"LOC126278515",0,FALSE
"LOC126278861",0,FALSE
"LOC126278862",0,FALSE
"LOC126278516",0,FALSE
"LOC126278213",2,FALSE
"LOC126278212",44,TRUE
"LOC126277927",44,TRUE
"LOC126277929",0,FALSE
"LOC126277931",44,TRUE
"LOC126277930",13,TRUE
"LOC126277932",44,TRUE
"LOC126277933",2,FALSE
"LOC126277936",44,TRUE
"LOC126277934",44,TRUE
"LOC126278863",0,FALSE
"LOC126278864",0,FALSE
"LOC126278382",25,TRUE
"LOC126278384",44,TRUE
"LOC126278385",44,TRUE
"LOC126278386",44,TRUE
"LOC126278383",44,TRUE
"LOC126278265",31,TRUE
"LOC126278263",41,TRUE
"LOC126278264",44,TRUE
"LOC126278552",44,TRUE
"LOC126278553",44,TRUE
"LOC126278554",39,TRUE
"LOC126278557",0,FALSE
"LOC126278555",9,TRUE
"LOC126278556",21,TRUE
"LOC126279765",6,TRUE
"LOC126279308",0,FALSE
"LOC126279767",44,TRUE
"LOC126279766",14,TRUE
"LOC126279310",0,FALSE
"LOC126278551",44,TRUE
"LOC126278537",0,FALSE
"LOC126278379",42,TRUE
"LOC126278169",1,FALSE
"LOC126278344",44,TRUE
"LOC126279694",0,FALSE
"LOC126278225",37,TRUE
"LOC126278998",44,TRUE
"LOC126278999",31,TRUE
"LOC126279000",0,FALSE
"LOC126278865",0,FALSE
"LOC126278866",0,FALSE
"LOC126278868",0,FALSE
"LOC126279002",0,FALSE
"LOC126278869",1,FALSE
"LOC126279001",0,FALSE
"LOC126278224",0,FALSE
"LOC126278172",0,FALSE
"LOC126278177",44,TRUE
"LOC126278659",44,TRUE
"LOC126278657",43,TRUE
"LOC126278656",41,TRUE
"LOC126278660",44,TRUE
"LOC126278392",44,TRUE
"LOC126278374",0,FALSE
"LOC126278870",0,FALSE
"LOC126278501",37,TRUE
"LOC126278955",44,TRUE
"LOC126278954",44,TRUE
"LOC126278871",0,FALSE
"LOC126278297",44,TRUE
"LOC126278964",44,TRUE
"LOC126279732",13,TRUE
"LOC126278202",0,FALSE
"LOC126279139",40,TRUE
"LOC126279138",44,TRUE
"LOC126279140",42,TRUE
"LOC126279141",0,FALSE
"LOC126277996",44,TRUE
"LOC126278301",34,TRUE
"LOC126278299",44,TRUE
"LOC126278341",31,TRUE
"LOC126278872",0,FALSE
"LOC126278873",16,TRUE
"LOC126278661",0,FALSE
"LOC126278597",4,FALSE
"LOC126278599",44,TRUE
"LOC126278602",16,TRUE
"LOC126278598",44,TRUE
"LOC126278600",43,TRUE
"LOC126278262",44,TRUE
"LOC126278254",44,TRUE
"LOC126278874",0,FALSE
"LOC126278256",36,TRUE
"LOC126278257",42,TRUE
"LOC126278258",44,TRUE
"LOC126278260",44,TRUE
"LOC126278259",44,TRUE
"LOC126278876",40,TRUE
"LOC126279105",43,TRUE
"LOC126279109",9,TRUE
"LOC126279108",44,TRUE
"LOC126279761",0,FALSE
"LOC126279106",44,TRUE
"LOC126279113",44,TRUE
"LOC126279112",44,TRUE
"LOC126279110",44,TRUE
"LOC126278877",4,FALSE
"LOC126279116",0,FALSE
"LOC126279114",0,FALSE
"LOC126279115",0,FALSE
"LOC126278878",0,FALSE
"LOC126278879",0,FALSE
"LOC126279118",37,TRUE
"LOC126279117",44,TRUE
"LOC126278409",0,FALSE
"LOC126278880",0,FALSE
"LOC126278270",0,FALSE
"LOC126278881",0,FALSE
"LOC126278882",7,TRUE
"LOC126278883",0,FALSE
"LOC126278444",0,FALSE
"LOC126278522",0,FALSE
"LOC126278519",7,TRUE
"LOC126278884",0,FALSE
"LOC126278173",38,TRUE
"LOC126278885",0,FALSE
"LOC126278155",15,TRUE
"LOC126278156",3,FALSE
"LOC126279315",0,FALSE
"LOC126278205",44,TRUE
"LOC126278206",44,TRUE
"LOC126278052",44,TRUE
"LOC126278053",44,TRUE
"LOC126278054",44,TRUE
"LOC126278039",44,TRUE
"LOC126278574",0,FALSE
"LOC126278887",0,FALSE
"LOC126278995",0,FALSE
"LOC126278994",44,TRUE
"LOC126278996",44,TRUE
"LOC126277997",44,TRUE
"LOC126277994",44,TRUE
"LOC126278677",0,FALSE
"LOC126278456",36,TRUE
"LOC126278099",44,TRUE
"LOC126278047",44,TRUE
"LOC126278048",2,FALSE
"LOC126278106",1,FALSE
"LOC126278312",0,FALSE
"LOC126278888",0,FALSE
"LOC126278489",38,TRUE
"LOC126278889",26,TRUE
"LOC126278391",28,TRUE
"LOC126278059",44,TRUE
"LOC126278890",15,TRUE
"LOC126278267",44,TRUE
"LOC126279097",44,TRUE
"LOC126279098",43,TRUE
"LOC126278031",44,TRUE
"LOC126278310",31,TRUE
"LOC126279066",44,TRUE
"LOC126279068",44,TRUE
"LOC126278091",44,TRUE
"LOC126278093",44,TRUE
"LOC126278098",28,TRUE
"LOC126278096",44,TRUE
"LOC126278097",44,TRUE
"LOC126278094",39,TRUE
"LOC126278092",44,TRUE
"LOC126278588",41,TRUE
"LOC126277887",30,TRUE
"LOC126277888",38,TRUE
"LOC126277889",14,TRUE
"LOC126277890",44,TRUE
"LOC126277904",44,TRUE
"LOC126278891",0,FALSE
"LOC126278893",11,TRUE
"LOC126278559",23,TRUE
"LOC126278536",0,FALSE
"LOC126278533",0,FALSE
"LOC126278534",0,FALSE
"LOC126278535",0,FALSE
"LOC126278066",5,FALSE
"LOC126278067",0,FALSE
"LOC126278068",33,TRUE
"LOC126278070",44,TRUE
"LOC126278071",44,TRUE
"LOC126278074",43,TRUE
"LOC126278076",43,TRUE
"LOC126278077",44,TRUE
"LOC126278075",44,TRUE
"LOC126278072",44,TRUE
"LOC126277938",40,TRUE
"LOC126277937",44,TRUE
"LOC126278411",24,TRUE
"LOC126278327",44,TRUE
"LOC126277999",44,TRUE
"LOC126277998",44,TRUE
"LOC126278691",44,TRUE
"LOC126278692",38,TRUE
"LOC126278693",44,TRUE
"LOC126278694",43,TRUE
"LOC126278603",6,TRUE
"LOC126278146",44,TRUE
"LOC126278147",0,FALSE
"LOC126278148",42,TRUE
"LOC126278149",31,TRUE
"LOC126278150",9,TRUE
"LOC126278152",44,TRUE
"LOC126278153",44,TRUE
"LOC126278151",0,FALSE
"LOC126279259",0,FALSE
"LOC126278894",0,FALSE
"LOC126278413",4,FALSE
"LOC126278895",0,FALSE
"LOC126278199",43,TRUE
"LOC126278896",0,FALSE
"LOC126277995",44,TRUE
"LOC126278702",44,TRUE
"LOC126278703",42,TRUE
"LOC126278705",44,TRUE
"LOC126278704",44,TRUE
"LOC126278514",43,TRUE
"LOC126278491",32,TRUE
"LOC126278024",44,TRUE
"LOC126278025",44,TRUE
"LOC126278381",39,TRUE
"LOC126278220",13,TRUE
"LOC126278897",0,FALSE
"LOC126278221",5,FALSE
"LOC126279096",44,TRUE
"LOC126278348",44,TRUE
"LOC126278488",9,TRUE
"LOC126278404",41,TRUE
"LOC126278307",2,FALSE
"LOC126278287",2,FALSE
"LOC126277967",33,TRUE
"LOC126277969",44,TRUE
"LOC126277968",3,FALSE
"LOC126277970",1,FALSE
"LOC126278898",0,FALSE
"LOC126278899",16,TRUE
"LOC126278900",0,FALSE
"LOC126277973",44,TRUE
"LOC126277975",44,TRUE
"LOC126277974",8,TRUE
"LOC126277976",7,TRUE
"LOC126277977",38,TRUE
"LOC126277978",38,TRUE
"LOC126277979",0,FALSE
"LOC126277980",0,FALSE
"LOC126277981",44,TRUE
"LOC126277982",44,TRUE
"LOC126279043",44,TRUE
"LOC126278028",42,TRUE
"LOC126278027",43,TRUE
"LOC126278026",3,FALSE
"LOC126279084",44,TRUE
"LOC126279085",44,TRUE
"LOC126278901",25,TRUE
"LOC126279699",0,FALSE
"LOC126278558",0,FALSE
"LOC126278290",44,TRUE
"LOC126278296",9,TRUE
"LOC126278293",44,TRUE
"LOC126278294",44,TRUE
"LOC126278291",44,TRUE
"LOC126278292",0,FALSE
"LOC126278902",0,FALSE
"LOC126278179",44,TRUE
"LOC126277983",44,TRUE
"LOC126278904",1,FALSE
"LOC126277984",44,TRUE
"LOC126278064",44,TRUE
"LOC126278302",33,TRUE
"LOC126278304",35,TRUE
"LOC126278303",43,TRUE
"LOC126278905",6,TRUE
"LOC126278906",0,FALSE
"LOC126278907",0,FALSE
"LOC126278494",38,TRUE
"LOC126278015",44,TRUE
"LOC126278016",44,TRUE
"LOC126278908",0,FALSE
"LOC126278017",44,TRUE
"LOC126278019",41,TRUE
"LOC126278018",28,TRUE
"LOC126278022",44,TRUE
"LOC126278020",44,TRUE
"LOC126278021",44,TRUE
"LOC126278023",43,TRUE
"LOC126278608",29,TRUE
"LOC126279091",44,TRUE
"LOC126279092",44,TRUE
"LOC126279094",20,TRUE
"LOC126278909",0,FALSE
"LOC126279095",0,FALSE
"LOC126278326",43,TRUE
"LOC126278232",44,TRUE
"LOC126278168",44,TRUE
"LOC126278360",44,TRUE
"LOC126278362",4,FALSE
"LOC126278377",41,TRUE
"LOC126278349",44,TRUE
"LOC126278350",44,TRUE
"LOC126278352",41,TRUE
"LOC126278351",43,TRUE
"LOC126278353",41,TRUE
"LOC126278354",0,FALSE
"LOC126278611",22,TRUE
"LOC126278178",44,TRUE
"LOC126278477",0,FALSE
"LOC126278478",0,FALSE
"LOC126278479",1,FALSE
"LOC126278080",43,TRUE
"LOC126278236",0,FALSE
"LOC126278910",0,FALSE
"LOC126279737",0,FALSE
"LOC126278114",44,TRUE
"LOC126278122",0,FALSE
"LOC126278118",44,TRUE
"LOC126278911",0,FALSE
"LOC126278116",44,TRUE
"LOC126278119",44,TRUE
"LOC126278121",44,TRUE
"LOC126278117",44,TRUE
"LOC126278115",44,TRUE
"LOC126278298",44,TRUE
"LOC126278431",41,TRUE
"LOC126278571",44,TRUE
"LOC126278913",0,FALSE
"LOC126278466",4,FALSE
"LOC126278914",0,FALSE
"LOC126278467",10,TRUE
"LOC126278233",44,TRUE
"LOC126278234",44,TRUE
"LOC126277991",42,TRUE
"LOC126277992",5,FALSE
"LOC126278082",43,TRUE
"LOC126278081",44,TRUE
"LOC126277993",44,TRUE
"LOC126279764",0,FALSE
"LOC126278419",44,TRUE
"LOC126278420",44,TRUE
"LOC126278421",0,FALSE
"LOC126278401",43,TRUE
"LOC126278587",1,FALSE
"LOC126278308",44,TRUE
"LOC126278468",44,TRUE
"LOC126278316",44,TRUE
"LOC126279054",44,TRUE
"LOC126278412",42,TRUE
"LOC126278654",3,FALSE
"LOC126278915",0,FALSE
"LOC126278083",44,TRUE
"LOC126278669",44,TRUE
"LOC126278672",44,TRUE
"LOC126278670",44,TRUE
"LOC126278673",27,TRUE
"LOC126279014",43,TRUE
"LOC126279013",43,TRUE
"LOC126279016",38,TRUE
"LOC126279015",44,TRUE
"LOC126278243",44,TRUE
"LOC126278246",44,TRUE
"LOC126278245",44,TRUE
"LOC126278916",41,TRUE
"LOC126278662",0,FALSE
"LOC126278698",0,FALSE
"LOC126278917",0,FALSE
"LOC126278699",0,FALSE
"LOC126278695",4,FALSE
"LOC126278696",3,FALSE
"LOC126278697",44,TRUE
"LOC126278485",29,TRUE
"LOC126277923",0,FALSE
"LOC126278591",4,FALSE
"LOC126278918",0,FALSE
"LOC126278585",11,TRUE
"LOC126278507",40,TRUE
"LOC126278919",0,FALSE
"LOC126278506",44,TRUE
"LOC126278505",22,TRUE
"LOC126278509",44,TRUE
"LOC126278508",44,TRUE
"LOC126278079",44,TRUE
"LOC126278078",44,TRUE
"LOC126278625",1,FALSE
"LOC126278343",0,FALSE
"LOC126277988",0,FALSE
"LOC126277989",38,TRUE
"LOC126277990",44,TRUE
"LOC126279075",44,TRUE
"LOC126279072",35,TRUE
"LOC126279080",44,TRUE
"LOC126279763",0,FALSE
"LOC126279762",0,FALSE
"LOC126279078",0,FALSE
"LOC126279074",1,FALSE
"LOC126279077",43,TRUE
"LOC126279071",44,TRUE
"LOC126279079",40,TRUE
"LOC126279073",44,TRUE
"LOC126278920",0,FALSE
"LOC126279069",44,TRUE
"LOC126279081",44,TRUE
"LOC126279082",44,TRUE
"LOC126278457",23,TRUE
"LOC126278921",0,FALSE
"LOC126278922",37,TRUE
"LOC126277922",22,TRUE
"LOC126277921",44,TRUE
"LOC126278110",43,TRUE
"LOC126278969",44,TRUE
"LOC126278970",0,FALSE
"LOC126278968",44,TRUE
"LOC126279025",44,TRUE
"LOC126279024",44,TRUE
"LOC126279029",44,TRUE
"LOC126279027",44,TRUE
"LOC126279023",44,TRUE
"LOC126279026",30,TRUE
"LOC126279030",44,TRUE
"LOC126279031",43,TRUE
"LOC126279032",44,TRUE
"LOC126279035",44,TRUE
"LOC126279033",44,TRUE
"LOC126278674",37,TRUE
"LOC126278050",26,TRUE
"LOC126278051",0,FALSE
"LOC126278518",2,FALSE
"LOC126278517",40,TRUE
"LOC126277915",41,TRUE
"LOC126277917",44,TRUE
"LOC126277914",42,TRUE
"LOC126277919",37,TRUE
"LOC126278923",0,FALSE
"LOC126278314",11,TRUE
"LOC126278924",44,TRUE
"LOC126278925",25,TRUE
"LOC126277905",44,TRUE
"LOC126277947",23,TRUE
"LOC126278000",44,TRUE
"LOC126278001",44,TRUE
"LOC126278002",16,TRUE
"LOC126278003",0,FALSE
"LOC126278004",44,TRUE
"LOC126278008",44,TRUE
"LOC126278007",44,TRUE
"LOC126278005",44,TRUE
"LOC126278006",44,TRUE
"LOC126277953",43,TRUE
"LOC126277954",44,TRUE
"LOC126278984",44,TRUE
"LOC126278985",44,TRUE
"LOC126278523",44,TRUE
"LOC126278530",43,TRUE
"LOC126278526",44,TRUE
"LOC126278524",43,TRUE
"LOC126278527",0,FALSE
"LOC126278531",21,TRUE
"LOC126278529",0,FALSE
"LOC126278528",44,TRUE
"LOC126278406",0,FALSE
"LOC126278592",43,TRUE
"LOC126278593",6,TRUE
"LOC126278594",5,FALSE
"LOC126278595",44,TRUE
"LOC126278596",44,TRUE
"LOC126278325",43,TRUE
"LOC126278926",1,FALSE
"LOC126278364",44,TRUE
"LOC126278365",43,TRUE
"LOC126278622",44,TRUE
"LOC126278305",0,FALSE
"LOC126279736",0,FALSE
"LOC126278927",0,FALSE
"LOC126278928",0,FALSE
"LOC126278357",41,TRUE
"LOC126278929",0,FALSE
"LOC126278492",0,FALSE
"LOC126278583",0,FALSE
"LOC126278366",0,FALSE
"LOC126278313",0,FALSE
"LOC126278445",5,FALSE
"LOC126278930",0,FALSE
"LOC126278376",0,FALSE
"LOC126278931",4,FALSE
"LOC126278459",0,FALSE
"LOC126279636",0,FALSE
"LOC126278606",0,FALSE
"LOC126278462",5,FALSE
"LOC126278932",0,FALSE
"LOC126278933",0,FALSE
"LOC126277960",44,TRUE
"LOC126277961",44,TRUE
"LOC126278934",0,FALSE
"LOC126278935",0,FALSE
"LOC126278937",8,TRUE
"LOC126278675",2,FALSE
"LOC126278988",0,FALSE
"LOC126278986",44,TRUE
"LOC126278989",44,TRUE
"LOC126278987",33,TRUE
"LOC126278189",0,FALSE
"LOC126278188",0,FALSE
"LOC126278484",0,FALSE
"LOC126278679",0,FALSE
"LOC126278938",0,FALSE
"LOC126278496",0,FALSE
"LOC126278939",0,FALSE
"LOC126278498",0,FALSE
"LOC126278497",0,FALSE
"LOC126278495",0,FALSE
"LOC126278175",44,TRUE
"LOC126278940",44,TRUE
"LOC126279017",4,FALSE
"LOC126279018",44,TRUE
"LOC126278941",0,FALSE
"LOC126277872",0,FALSE
"LOC126278219",5,FALSE
"LOC126278218",44,TRUE
"LOC126278580",0,FALSE
"LOC126278943",0,FALSE
"LOC126278440",0,FALSE
"LOC126279053",0,FALSE
"LOC126278428",41,TRUE
"LOC126278415",41,TRUE
"LOC126278111",17,TRUE
"LOC126278944",0,FALSE
"LOC126278464",44,TRUE
"LOC126278465",0,FALSE
"LOC126278483",0,FALSE
"LOC126278323",0,FALSE
"LOC126278324",0,FALSE
"LOC126278590",0,FALSE
"LOC126278429",0,FALSE
"LOC126281391",39,TRUE
"LOC126281707",0,FALSE
"LOC126281615",43,TRUE
"LOC126281318",0,FALSE
"LOC126282212",44,TRUE
"LOC126282214",0,FALSE
"LOC126282213",0,FALSE
"LOC126281714",0,FALSE
"LOC126281179",44,TRUE
"LOC126281741",27,TRUE
"LOC126281389",42,TRUE
"LOC126282172",44,TRUE
"LOC126282173",44,TRUE
"LOC126281156",43,TRUE
"LOC126281155",0,FALSE
"LOC126281752",6,TRUE
"LOC126281887",3,FALSE
"LOC126281962",30,TRUE
"LOC126281758",12,TRUE
"LOC126281759",22,TRUE
"LOC126282186",0,FALSE
"LOC126281764",40,TRUE
"LOC126281768",0,FALSE
"LOC126281748",0,FALSE
"LOC126281492",6,TRUE
"LOC126281769",0,FALSE
"LOC126281778",0,FALSE
"LOC126281780",0,FALSE
"LOC126281556",4,FALSE
"LOC126281512",4,FALSE
"LOC126281782",0,FALSE
"LOC126281783",0,FALSE
"LOC126281650",2,FALSE
"LOC126281784",1,FALSE
"LOC126281883",2,FALSE
"LOC126282174",44,TRUE
"LOC126281333",44,TRUE
"LOC126281334",44,TRUE
"LOC126281330",43,TRUE
"LOC126281331",44,TRUE
"LOC126281799",0,FALSE
"LOC126281800",0,FALSE
"LOC126281807",0,FALSE
"LOC126281808",0,FALSE
"LOC126281809",0,FALSE
"LOC126281811",0,FALSE
"LOC126281812",0,FALSE
"LOC126281814",0,FALSE
"LOC126281816",0,FALSE
"LOC126281817",0,FALSE
"LOC126281819",0,FALSE
"LOC126281820",0,FALSE
"LOC126281822",0,FALSE
"LOC126281823",0,FALSE
"LOC126281825",0,FALSE
"LOC126281826",0,FALSE
"LOC126281940",33,TRUE
"LOC126281663",44,TRUE
"LOC126281828",0,FALSE
"LOC126281664",7,TRUE
"LOC126282072",39,TRUE
"LOC126281852",0,FALSE
"LOC126282269",2,FALSE
"LOC126281443",44,TRUE
"LOC126281535",44,TRUE
"LOC126281829",44,TRUE
"LOC126281315",13,TRUE
"LOC126281581",44,TRUE
"LOC126281830",1,FALSE
"LOC126281907",0,FALSE
"LOC126281798",0,FALSE
"LOC126281797",0,FALSE
"LOC126281836",1,FALSE
"LOC126281631",42,TRUE
"LOC126281837",0,FALSE
"LOC126282023",3,FALSE
"LOC126281444",44,TRUE
"LOC126281840",0,FALSE
"LOC126281890",1,FALSE
"LOC126281891",0,FALSE
"LOC126281888",14,TRUE
"LOC126281892",0,FALSE
"LOC126281843",0,FALSE
"LOC126281525",35,TRUE
"LOC126281524",43,TRUE
"LOC126281970",0,FALSE
"LOC126281708",0,FALSE
"LOC126281676",4,FALSE
"LOC126281846",0,FALSE
"LOC126281695",3,FALSE
"LOC126282278",0,FALSE
"LOC126282279",0,FALSE
"LOC126282280",0,FALSE
"LOC126282162",0,FALSE
"LOC126282137",0,FALSE
"LOC126282185",0,FALSE
"LOC126282281",0,FALSE
"LOC126282282",0,FALSE
"LOC126282283",0,FALSE
"LOC126281519",21,TRUE
"LOC126282284",0,FALSE
"LOC126281520",23,TRUE
"LOC126282285",0,FALSE
"LOC126281521",8,TRUE
"LOC126281522",16,TRUE
"LOC126281717",0,FALSE
"LOC126281625",0,FALSE
"LOC126282054",0,FALSE
"LOC126281815",0,FALSE
"LOC126282225",0,FALSE
"LOC126282226",44,TRUE
"LOC126282227",44,TRUE
"LOC126282229",0,FALSE
"LOC126282230",0,FALSE
"LOC126282286",0,FALSE
"LOC126281899",5,FALSE
"LOC126281692",44,TRUE
"LOC126282073",44,TRUE
"LOC126282077",44,TRUE
"LOC126282075",0,FALSE
"LOC126282076",3,FALSE
"LOC126282071",16,TRUE
"LOC126282109",0,FALSE
"LOC126281813",0,FALSE
"LOC126281523",12,TRUE
"LOC126282220",44,TRUE
"LOC126282221",0,FALSE
"LOC126282288",42,TRUE
"LOC126281372",44,TRUE
"LOC126282516",44,TRUE
"LOC126281771",44,TRUE
"LOC126282289",6,TRUE
"LOC126281772",44,TRUE
"LOC126281776",32,TRUE
"LOC126281774",43,TRUE
"LOC126281773",44,TRUE
"LOC126282290",0,FALSE
"LOC126281289",38,TRUE
"LOC126281290",44,TRUE
"LOC126281291",44,TRUE
"LOC126281903",42,TRUE
"LOC126281694",43,TRUE
"LOC126282002",44,TRUE
"LOC126282003",0,FALSE
"LOC126282004",1,FALSE
"LOC126282005",43,TRUE
"LOC126282291",0,FALSE
"LOC126282292",16,TRUE
"LOC126282293",0,FALSE
"LOC126282294",0,FALSE
"LOC126282295",0,FALSE
"LOC126282296",0,FALSE
"LOC126281853",40,TRUE
"LOC126281542",40,TRUE
"LOC126281543",13,TRUE
"LOC126281544",44,TRUE
"LOC126281545",44,TRUE
"LOC126281546",44,TRUE
"LOC126281547",44,TRUE
"LOC126281312",35,TRUE
"LOC126281311",44,TRUE
"LOC126282297",0,FALSE
"LOC126282298",0,FALSE
"LOC126281584",1,FALSE
"LOC126281585",0,FALSE
"LOC126281587",0,FALSE
"LOC126281486",30,TRUE
"LOC126282299",0,FALSE
"LOC126282300",0,FALSE
"LOC126281292",4,FALSE
"LOC126282301",0,FALSE
"LOC126282302",0,FALSE
"LOC126281575",0,FALSE
"LOC126282303",0,FALSE
"LOC126282022",41,TRUE
"LOC126282177",44,TRUE
"LOC126282179",39,TRUE
"LOC126282178",39,TRUE
"LOC126282180",44,TRUE
"LOC126282181",22,TRUE
"LOC126281562",44,TRUE
"LOC126281563",3,FALSE
"LOC126281482",6,TRUE
"LOC126282031",0,FALSE
"LOC126281613",0,FALSE
"LOC126281997",4,FALSE
"LOC126281791",3,FALSE
"LOC126281793",0,FALSE
"LOC126282304",1,FALSE
"LOC126281794",2,FALSE
"LOC126281895",0,FALSE
"LOC126281893",0,FALSE
"LOC126281894",0,FALSE
"LOC126281864",40,TRUE
"LOC126281569",44,TRUE
"LOC126281623",1,FALSE
"LOC126281622",2,FALSE
"LOC126282089",43,TRUE
"LOC126282305",2,FALSE
"LOC126282690",0,FALSE
"LOC126282223",43,TRUE
"LOC126282224",44,TRUE
"LOC126281633",43,TRUE
"LOC126282306",9,TRUE
"LOC126281195",44,TRUE
"LOC126282307",0,FALSE
"LOC126281560",44,TRUE
"LOC126282261",44,TRUE
"LOC126282262",44,TRUE
"LOC126282263",44,TRUE
"LOC126282308",0,FALSE
"LOC126282129",0,FALSE
"LOC126281526",37,TRUE
"LOC126281432",44,TRUE
"LOC126282309",44,TRUE
"LOC126281662",44,TRUE
"LOC126281558",0,FALSE
"LOC126281534",0,FALSE
"LOC126281510",19,TRUE
"LOC126281349",0,FALSE
"LOC126281348",42,TRUE
"LOC126281346",41,TRUE
"LOC126281347",43,TRUE
"LOC126281885",40,TRUE
"LOC126282310",0,FALSE
"LOC126282311",0,FALSE
"LOC126281679",16,TRUE
"LOC126281682",0,FALSE
"LOC126281678",1,FALSE
"LOC126282312",0,FALSE
"LOC126281681",0,FALSE
"LOC126282313",0,FALSE
"LOC126281683",1,FALSE
"LOC126281684",44,TRUE
"LOC126281685",44,TRUE
"LOC126281686",44,TRUE
"LOC126282249",0,FALSE
"LOC126282250",1,FALSE
"LOC126282251",0,FALSE
"LOC126282247",3,FALSE
"LOC126282246",0,FALSE
"LOC126282245",1,FALSE
"LOC126282242",0,FALSE
"LOC126282252",0,FALSE
"LOC126282254",3,FALSE
"LOC126282243",5,FALSE
"LOC126282253",2,FALSE
"LOC126282255",0,FALSE
"LOC126282256",10,TRUE
"LOC126281339",44,TRUE
"LOC126281338",44,TRUE
"LOC126281341",12,TRUE
"LOC126281340",44,TRUE
"LOC126281342",31,TRUE
"LOC126281343",43,TRUE
"LOC126281344",44,TRUE
"LOC126282140",44,TRUE
"LOC126282139",44,TRUE
"LOC126282138",44,TRUE
"LOC126282210",0,FALSE
"LOC126282208",42,TRUE
"LOC126282211",44,TRUE
"LOC126282207",42,TRUE
"LOC126282314",0,FALSE
"LOC126282315",0,FALSE
"LOC126281651",0,FALSE
"LOC126282316",0,FALSE
"LOC126282317",0,FALSE
"LOC126282006",0,FALSE
"LOC126281980",0,FALSE
"LOC126281979",0,FALSE
"LOC126281589",0,FALSE
"LOC126282318",0,FALSE
"LOC126282524",0,FALSE
"LOC126282523",44,TRUE
"LOC126282014",0,FALSE
"LOC126281361",43,TRUE
"LOC126282320",0,FALSE
"LOC126282321",0,FALSE
"LOC126281600",38,TRUE
"LOC126282322",2,FALSE
"LOC126282323",0,FALSE
"LOC126282324",0,FALSE
"LOC126281779",0,FALSE
"LOC126282033",0,FALSE
"LOC126281639",0,FALSE
"LOC126281230",7,TRUE
"LOC126281231",44,TRUE
"LOC126282215",0,FALSE
"LOC126282216",44,TRUE
"LOC126282217",0,FALSE
"LOC126282219",44,TRUE
"LOC126281177",44,TRUE
"LOC126281178",44,TRUE
"LOC126282677",0,FALSE
"LOC126281431",44,TRUE
"LOC126282325",1,FALSE
"LOC126282326",0,FALSE
"LOC126282327",0,FALSE
"LOC126282328",1,FALSE
"LOC126282329",0,FALSE
"LOC126282330",0,FALSE
"LOC126282332",0,FALSE
"LOC126281582",42,TRUE
"LOC126282206",41,TRUE
"LOC126282204",44,TRUE
"LOC126282205",43,TRUE
"LOC126282333",0,FALSE
"LOC126282190",40,TRUE
"LOC126282191",7,TRUE
"LOC126282193",44,TRUE
"LOC126281537",42,TRUE
"LOC126281540",44,TRUE
"LOC126281538",44,TRUE
"LOC126281539",44,TRUE
"LOC126282335",44,TRUE
"LOC126281225",44,TRUE
"LOC126281924",19,TRUE
"LOC126281320",44,TRUE
"LOC126281761",44,TRUE
"LOC126281605",0,FALSE
"LOC126281509",1,FALSE
"LOC126281908",43,TRUE
"LOC126281373",44,TRUE
"LOC126281896",36,TRUE
"LOC126282337",0,FALSE
"LOC126281996",44,TRUE
"LOC126281994",43,TRUE
"LOC126281687",17,TRUE
"LOC126282234",42,TRUE
