"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
111,"LOC126298505","uncharacterized LOC126298505","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.83906569032388,0.00130535877562402,2.34827529591648,"1002","Higher than gene mean"
112,"LOC126354753","proton-coupled amino acid transporter-like protein pathetic","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.2422187994154,0.000590732107062187,1.9761935798673,"1050","Lower than gene mean"
113,"LOC126297907","homeobox protein engrailed-1a-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.21972925388663,0.00104229935368084,2.48482591300381,"1014","Lower than gene mean"
114,"LOC126284317","serine/arginine repetitive matrix protein 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4578061915868,0.000294385832135281,2.92190233180473,"1023","Lower than gene mean"
115,"LOC126335021","frizzled-9-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.18437432718526,0.00233194498079434,2.50067198442796,"1023","Lower than gene mean"
116,"LOC126284530","uncharacterized protein CG3556-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.52672807092635,0.000757951302826977,3.11107922567941,"1023","Lower than gene mean"
117,"LOC126266938","uncharacterized LOC126266938","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.03245229710226,8.13023635921e-05,3.05775493159754,"1023","Lower than gene mean"
118,"LOC126284821","protein yellow-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.69027754635128,0.00477696519318293,2.69463689560541,"1023","Lower than gene mean"
119,"LOC126284661","uncharacterized LOC126284661","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.19615305852854,0.0119586478919935,3.01705808211241,"1023","Lower than gene mean"
120,"LOC126284829","uncharacterized LOC126284829","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.35093738635226,0.00282347727338173,2.7016188283427,"1023","Lower than gene mean"
121,"LOC126284830","uncharacterized LOC126284830","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.10290748091,0.00793162465601423,2.6826766165379,"1023","Lower than gene mean"
122,"LOC126324491","pH-sensitive chloride channel 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.384521463448,0.000577364494501554,2.45416516722668,"1050","Lower than gene mean"
123,"LOC126267472","putative protein TPRXL","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96897186467656,0.000769404665272913,2.36126584110478,"1050","Lower than gene mean"
124,"LOC126281421","nose resistant to fluoxetine protein 6-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.73050272332213,0.00136083875114421,2.47652011109771,"1050","Lower than gene mean"
125,"LOC126284055","uncharacterized LOC126284055","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1880764265498,0.0119337880441257,2.79402122926606,"1042","Lower than gene mean"
126,"LOC126365988","sodium/hydrogen exchanger 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.17305579119216,0.00203170721028574,2.66592228054069,"1023","Lower than gene mean"
127,"LOC126267437","sodium/potassium/calcium exchanger 3-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.06583998734434,0.00199250194290366,2.05950765868911,"1002","Higher than gene mean"
128,"LOC126343702","juvenile hormone epoxide hydrolase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.72971733005645,0.000436563025524851,2.51311310854743,"1023","Lower than gene mean"
129,"LOC126281737","cholinesterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.26187465547397,8.58939864616754e-05,2.76131634345927,"1023","Lower than gene mean"
130,"LOC126297748","neurofilament heavy polypeptide-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.34236515374786,0.00144814911636734,2.91822237239343,"1023","Lower than gene mean"
131,"LOC126284383","uncharacterized LOC126284383","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.44820559418342,2.71152889687851e-06,2.62127909233955,"1023","Lower than gene mean"
132,"LOC126327089","uncharacterized LOC126327089","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.23634503360118,0.0163708387070437,2.83014277863867,"1023","Lower than gene mean"
133,"LOC126336542","uncharacterized LOC126336542","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.27735042259733,0.00101925974271701,3.43308206837698,"1023","Lower than gene mean"
134,"LOC126267150","uncharacterized LOC126267150","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.15509904459399,0.0191733064978398,3.61362818230673,"1023","Lower than gene mean"
135,"LOC126336543","putative per-hexamer repeat protein 5","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.0432405977319,1.44975453099952e-05,3.53550709119236,"1023","Lower than gene mean"
136,"LOC126354199","uncharacterized LOC126354199","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.53221007170601,0.00129554313577185,3.12864083432264,"1023","Lower than gene mean"
137,"LOC126299171","serine/threonine-protein kinase NIM1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.84179312527646,2.05081975405757e-05,2.65688766621156,"1023","Lower than gene mean"
138,"LOC126267000","uncharacterized protein ZK1073.1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.51902008366485,0.000143853782140086,2.56867775599781,"1023","Lower than gene mean"
139,"LOC126291748","GILT-like protein 1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.15080377877441,0.00829075446616994,2.24136490152752,"1002","Higher than gene mean"
140,"LOC126299195","organic cation transporter protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1282212300277,0.0116914112663357,2.23514582983671,"1023","Lower than gene mean"
141,"LOC126281581","modular serine protease-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.72286687635276,8.91490430889157e-05,2.34405010936537,"1042","Lower than gene mean"
142,"LOC126355040","beta-1,3-glucan-binding protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.79190569882768,4.76550567046257e-05,2.08208524260454,"1042","Lower than gene mean"
143,"LOC126284430","uncharacterized LOC126284430","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.29691492050724,0.00658012475897547,2.28456739975485,"1023","Lower than gene mean"
144,"LOC126281373","neuroendocrine convertase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.32193504247959,0.00496256784072823,2.56294649322305,"1023","Lower than gene mean"
145,"LOC126335518","UPF0764 protein C16orf89 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.8949230766935,0.00151940820649601,2.51715700467792,"1023","Lower than gene mean"
146,"LOC126322591","sodium/potassium-transporting ATPase subunit beta-2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.21649907982264,0.028437297386966,2.5852354622812,"1023","Lower than gene mean"
147,"LOC126334511","leucine-rich repeat-containing protein 15","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.11559858540833,0.023039950133133,2.69408275527352,"1023","Lower than gene mean"
148,"LOC126279122","carbonic anhydrase 13-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.54778997409428,0.000122679824803344,2.78610030522552,"1002","Higher than gene mean"
149,"LOC126281455","uncharacterized LOC126281455","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.2708486918683,4.65444166448036e-05,2.40307002916967,"1002","Higher than gene mean"
