"term","gene"
"ko05145","LOC126365804"
"ko05152","LOC126365804"
"ko05160","LOC126365804"
"ko05164","LOC126365804"
"ko05167","LOC126365804"
"ko05169","LOC126365804"
"ko05205","LOC126365804"
"ko05418","LOC126365804"
"ko00790","LOC126365911"
"ko01100","LOC126365911"
"ko04122","LOC126365911"
"ko04010","LOC126267244"
"ko04013","LOC126267244"
"ko00590","LOC126267424"
"ko00591","LOC126267424"
"ko01100","LOC126267424"
"ko04212","LOC126267424"
"ko04726","LOC126267424"
"ko04750","LOC126267424"
"ko04913","LOC126267424"
"ko04137","LOC126267887"
"ko04214","LOC126267887"
"ko04621","LOC126267887"
"ko00230","LOC126267585"
"ko04022","LOC126267585"
"ko04024","LOC126267585"
"ko04270","LOC126267585"
"ko04714","LOC126267585"
"ko04921","LOC126267585"
"ko04923","LOC126267585"
"ko04924","LOC126267585"
"ko04925","LOC126267585"
"ko00230","LOC126266758"
"ko04022","LOC126266758"
"ko04024","LOC126266758"
"ko04270","LOC126266758"
"ko04714","LOC126266758"
"ko04921","LOC126266758"
"ko04923","LOC126266758"
"ko04924","LOC126266758"
"ko04925","LOC126266758"
"ko00230","LOC126267888"
"ko04022","LOC126267888"
"ko04024","LOC126267888"
"ko04270","LOC126267888"
"ko04714","LOC126267888"
"ko04921","LOC126267888"
"ko04923","LOC126267888"
"ko04924","LOC126267888"
"ko04925","LOC126267888"
"ko00040","LOC126268231"
"ko00980","LOC126268231"
"ko04014","LOC126268232"
"ko04072","LOC126268232"
"ko04144","LOC126268232"
"ko04666","LOC126268232"
"ko04010","LOC126266618"
"ko00240","LOC126266848"
"ko00983","LOC126266848"
"ko01100","LOC126266848"
"ko00480","LOC126266850"
"ko01100","LOC126266850"
"ko04614","LOC126266850"
"ko04640","LOC126266850"
"ko00220","LOC126266892"
"ko00330","LOC126266892"
"ko01100","LOC126266892"
"ko01110","LOC126266892"
"ko04020","LOC126266892"
"ko04145","LOC126266892"
"ko04371","LOC126266892"
"ko04713","LOC126266892"
"ko04730","LOC126266892"
"ko04926","LOC126266892"
"ko04970","LOC126266892"
"ko05010","LOC126266892"
"ko05014","LOC126266892"
"ko00510","LOC126365767"
"ko00513","LOC126365767"
"ko01100","LOC126365767"
"ko05410","LOC126365782"
"ko05414","LOC126365782"
"ko05410","LOC126267900"
"ko05414","LOC126267900"
"ko05410","LOC126266717"
"ko05414","LOC126266717"
"ko04020","LOC126267904"
"ko04022","LOC126267904"
"ko04270","LOC126267904"
"ko04371","LOC126267904"
"ko04510","LOC126267904"
"ko04611","LOC126267904"
"ko04810","LOC126267904"
"ko04921","LOC126267904"
"ko04971","LOC126267904"
"ko04020","LOC126266718"
"ko04022","LOC126266718"
"ko04270","LOC126266718"
"ko04371","LOC126266718"
"ko04510","LOC126266718"
"ko04611","LOC126266718"
"ko04810","LOC126266718"
"ko04921","LOC126266718"
"ko04971","LOC126266718"
"ko04136","LOC126266719"
"ko04138","LOC126266719"
"ko04140","LOC126266719"
"ko03450","LOC126266722"
"ko00514","LOC126365823"
"ko00515","LOC126365823"
"ko01100","LOC126365823"
"ko00350","LOC126365826"
"ko00643","LOC126365826"
"ko01100","LOC126365826"
"ko01120","LOC126365826"
"ko00790","LOC126365829"
"ko01100","LOC126365829"
"ko01521","LOC126365929"
"ko04010","LOC126365929"
"ko04014","LOC126365929"
"ko04015","LOC126365929"
"ko04144","LOC126365929"
"ko04151","LOC126365929"
"ko04550","LOC126365929"
"ko04810","LOC126365929"
"ko05200","LOC126365929"
"ko05206","LOC126365929"
"ko05215","LOC126365929"
"ko05219","LOC126365929"
"ko05226","LOC126365929"
"ko05230","LOC126365929"
"ko04919","LOC126365818"
"ko03018","LOC126365819"
"ko03040","LOC126365819"
"ko00073","LOC126266652"
"ko04146","LOC126266652"
"ko04212","LOC126266652"
"ko04390","LOC126365916"
"ko04520","LOC126365916"
"ko04670","LOC126365916"
"ko05100","LOC126365916"
"ko05200","LOC126365916"
"ko05213","LOC126365916"
"ko05226","LOC126365916"
"ko05412","LOC126365916"
"ko00981","LOC126365944"
"ko00981","LOC126365945"
"ko04212","LOC126365945"
"ko05016","LOC126267918"
"ko03440","LOC126365943"
"ko00040","LOC126365946"
"ko00051","LOC126365946"
"ko01100","LOC126365946"
"ko00350","LOC126267919"
"ko00360","LOC126267919"
"ko00380","LOC126267919"
"ko00901","LOC126267919"
"ko00950","LOC126267919"
"ko00965","LOC126267919"
"ko01100","LOC126267919"
"ko01110","LOC126267919"
"ko04726","LOC126267919"
"ko04728","LOC126267919"
"ko05030","LOC126267919"
"ko05031","LOC126267919"
"ko05034","LOC126267919"
"ko00350","LOC126267924"
"ko00360","LOC126267924"
"ko00380","LOC126267924"
"ko00901","LOC126267924"
"ko00950","LOC126267924"
"ko00965","LOC126267924"
"ko01100","LOC126267924"
"ko01110","LOC126267924"
"ko04726","LOC126267924"
"ko04728","LOC126267924"
"ko05030","LOC126267924"
"ko05031","LOC126267924"
"ko05034","LOC126267924"
"ko04624","LOC126267325"
"ko04624","LOC126267442"
"ko04624","LOC126267545"
"ko04624","LOC126266641"
"ko03013","LOC126266642"
"ko00563","LOC126366016"
"ko01100","LOC126366016"
"ko00970","LOC126366015"
"ko01100","LOC126366015"
"ko03013","LOC126267433"
"ko04010","LOC126267435"
"ko04974","LOC126272661"
"ko00500","LOC126272019"
"ko01100","LOC126272019"
"ko00500","LOC126273150"
"ko01100","LOC126273150"
"ko03040","LOC126272210"
"ko05168","LOC126272210"
"ko05203","LOC126272210"
"ko05206","LOC126272210"
"ko00040","LOC126272460"
"ko00053","LOC126272460"
"ko00140","LOC126272460"
"ko00830","LOC126272460"
"ko00860","LOC126272460"
"ko00980","LOC126272460"
"ko00982","LOC126272460"
"ko00983","LOC126272460"
"ko01100","LOC126272460"
"ko01110","LOC126272460"
"ko05204","LOC126272460"
"ko00040","LOC126271890"
"ko00053","LOC126271890"
"ko00140","LOC126271890"
"ko00830","LOC126271890"
"ko00860","LOC126271890"
"ko00980","LOC126271890"
"ko00982","LOC126271890"
"ko00983","LOC126271890"
"ko01100","LOC126271890"
"ko01110","LOC126271890"
"ko05204","LOC126271890"
"ko03040","LOC126271892"
"ko03040","LOC126273062"
"ko05168","LOC126273062"
"ko05203","LOC126273062"
"ko05206","LOC126273062"
"ko00500","LOC126272185"
"ko01100","LOC126272185"
"ko00500","LOC126272558"
"ko01100","LOC126272558"
"ko04974","LOC126272338"
"ko04113","LOC126273215"
"ko04140","LOC126272078"
"ko04211","LOC126272078"
"ko00561","LOC126272584"
"ko00564","LOC126272584"
"ko00565","LOC126272584"
"ko00600","LOC126272584"
"ko01100","LOC126272584"
"ko01110","LOC126272584"
"ko04072","LOC126272584"
"ko04666","LOC126272584"
"ko04975","LOC126272584"
"ko05231","LOC126272584"
"ko00310","LOC126272262"
"ko01100","LOC126272262"
"ko04014","LOC126272613"
"ko04137","LOC126272613"
"ko04620","LOC126272613"
"ko04621","LOC126272613"
"ko04622","LOC126272613"
"ko04623","LOC126272613"
"ko04657","LOC126272613"
"ko05160","LOC126272613"
"ko05161","LOC126272613"
"ko05162","LOC126272613"
"ko05164","LOC126272613"
"ko05165","LOC126272613"
"ko05167","LOC126272613"
"ko05168","LOC126272613"
"ko05169","LOC126272613"
"ko05166","LOC126272038"
"ko05203","LOC126272038"
"ko04658","LOC126272153"
"ko04930","LOC126272153"
"ko04950","LOC126272153"
"ko05202","LOC126272153"
"ko05321","LOC126272153"
"ko04970","LOC126271975"
"ko03018","LOC126272662"
"ko04923","LOC126273469"
"ko03030","LOC126273468"
"ko04110","LOC126273468"
"ko04111","LOC126273468"
"ko04113","LOC126273468"
"ko04340","LOC126272894"
"ko03022","LOC126271875"
"ko04810","LOC126271877"
"ko04141","LOC126271878"
"ko01521","LOC126271879"
"ko01522","LOC126271879"
"ko04010","LOC126271879"
"ko04012","LOC126271879"
"ko04013","LOC126271879"
"ko04014","LOC126271879"
"ko04015","LOC126271879"
"ko04062","LOC126271879"
"ko04068","LOC126271879"
"ko04071","LOC126271879"
"ko04072","LOC126271879"
"ko04137","LOC126271879"
"ko04138","LOC126271879"
"ko04140","LOC126271879"
"ko04150","LOC126271879"
"ko04151","LOC126271879"
"ko04210","LOC126271879"
"ko04211","LOC126271879"
"ko04213","LOC126271879"
"ko04214","LOC126271879"
"ko04218","LOC126271879"
"ko04320","LOC126271879"
"ko04360","LOC126271879"
"ko04370","LOC126271879"
"ko04371","LOC126271879"
"ko04540","LOC126271879"
"ko04550","LOC126271879"
"ko04650","LOC126271879"
"ko04660","LOC126271879"
"ko04662","LOC126271879"
"ko04664","LOC126271879"
"ko04714","LOC126271879"
"ko04720","LOC126271879"
"ko04722","LOC126271879"
"ko04725","LOC126271879"
"ko04726","LOC126271879"
"ko04730","LOC126271879"
"ko04810","LOC126271879"
"ko04910","LOC126271879"
"ko04912","LOC126271879"
"ko04914","LOC126271879"
"ko04915","LOC126271879"
"ko04916","LOC126271879"
"ko04917","LOC126271879"
"ko04919","LOC126271879"
"ko04921","LOC126271879"
"ko04926","LOC126271879"
"ko04933","LOC126271879"
"ko04960","LOC126271879"
"ko05034","LOC126271879"
"ko05160","LOC126271879"
"ko05161","LOC126271879"
"ko05165","LOC126271879"
"ko05166","LOC126271879"
"ko05167","LOC126271879"
"ko05200","LOC126271879"
"ko05203","LOC126271879"
"ko05205","LOC126271879"
"ko05206","LOC126271879"
"ko05210","LOC126271879"
"ko05211","LOC126271879"
"ko05212","LOC126271879"
"ko05213","LOC126271879"
"ko05214","LOC126271879"
"ko05215","LOC126271879"
"ko05216","LOC126271879"
"ko05218","LOC126271879"
"ko05219","LOC126271879"
"ko05220","LOC126271879"
"ko05221","LOC126271879"
"ko05223","LOC126271879"
"ko05224","LOC126271879"
"ko05225","LOC126271879"
"ko05226","LOC126271879"
"ko05230","LOC126271879"
"ko05231","LOC126271879"
"ko00480","LOC126272159"
"ko04141","LOC126272161"
"ko05134","LOC126272161"
"ko02010","LOC126272162"
"ko00230","LOC126272163"
"ko01100","LOC126272163"
"ko01110","LOC126272163"
"ko01130","LOC126272163"
"ko03008","LOC126272163"
"ko04141","LOC126272235"
"ko04612","LOC126272235"
"ko00600","LOC126272237"
"ko01100","LOC126272237"
"ko04071","LOC126272237"
"ko00790","LOC126271848"
"ko01100","LOC126271848"
"ko00040","LOC126272927"
"ko00053","LOC126272927"
"ko00140","LOC126272927"
"ko00830","LOC126272927"
"ko00860","LOC126272927"
"ko00980","LOC126272927"
"ko00982","LOC126272927"
"ko00983","LOC126272927"
"ko01100","LOC126272927"
"ko01110","LOC126272927"
"ko05204","LOC126272927"
"ko00040","LOC126272929"
"ko00053","LOC126272929"
"ko00140","LOC126272929"
"ko00830","LOC126272929"
"ko00860","LOC126272929"
"ko00980","LOC126272929"
"ko00982","LOC126272929"
"ko00983","LOC126272929"
"ko01100","LOC126272929"
"ko01110","LOC126272929"
"ko05204","LOC126272929"
"ko00040","LOC126272928"
"ko00053","LOC126272928"
"ko00140","LOC126272928"
"ko00830","LOC126272928"
"ko00860","LOC126272928"
"ko00980","LOC126272928"
"ko00982","LOC126272928"
"ko00983","LOC126272928"
"ko01100","LOC126272928"
"ko01110","LOC126272928"
"ko05204","LOC126272928"
"ko00040","LOC126272926"
"ko00053","LOC126272926"
"ko00140","LOC126272926"
"ko00830","LOC126272926"
"ko00860","LOC126272926"
"ko00980","LOC126272926"
"ko00982","LOC126272926"
"ko00983","LOC126272926"
"ko01100","LOC126272926"
"ko01110","LOC126272926"
"ko05204","LOC126272926"
"ko00040","LOC126272831"
"ko00053","LOC126272831"
"ko00140","LOC126272831"
"ko00830","LOC126272831"
"ko00860","LOC126272831"
"ko00980","LOC126272831"
"ko00982","LOC126272831"
"ko00983","LOC126272831"
"ko01100","LOC126272831"
"ko01110","LOC126272831"
"ko05204","LOC126272831"
"ko00040","LOC126272560"
"ko00053","LOC126272560"
"ko00140","LOC126272560"
"ko00830","LOC126272560"
"ko00860","LOC126272560"
"ko00980","LOC126272560"
"ko00982","LOC126272560"
"ko00983","LOC126272560"
"ko01100","LOC126272560"
"ko01110","LOC126272560"
"ko05204","LOC126272560"
"ko00040","LOC126272921"
"ko00053","LOC126272921"
"ko00140","LOC126272921"
"ko00830","LOC126272921"
"ko00860","LOC126272921"
"ko00980","LOC126272921"
"ko00982","LOC126272921"
"ko00983","LOC126272921"
"ko01100","LOC126272921"
"ko01110","LOC126272921"
"ko05204","LOC126272921"
"ko00040","LOC126272922"
"ko00053","LOC126272922"
"ko00140","LOC126272922"
"ko00830","LOC126272922"
"ko00860","LOC126272922"
"ko00980","LOC126272922"
"ko00982","LOC126272922"
"ko00983","LOC126272922"
"ko01100","LOC126272922"
"ko01110","LOC126272922"
"ko05204","LOC126272922"
"ko04974","LOC126272624"
"ko04010","LOC126272585"
"ko04064","LOC126272585"
"ko04620","LOC126272585"
"ko04624","LOC126272585"
"ko04722","LOC126272585"
"ko05133","LOC126272585"
"ko05140","LOC126272585"
"ko05142","LOC126272585"
"ko05145","LOC126272585"
"ko05152","LOC126272585"
"ko05162","LOC126272585"
"ko05169","LOC126272585"
"ko00040","LOC126273235"
"ko00053","LOC126273235"
"ko00140","LOC126273235"
"ko00830","LOC126273235"
"ko00860","LOC126273235"
"ko00980","LOC126273235"
"ko00982","LOC126273235"
"ko00983","LOC126273235"
"ko01100","LOC126273235"
"ko01110","LOC126273235"
"ko05204","LOC126273235"
"ko03013","LOC126272982"
"ko04141","LOC126272984"
"ko04213","LOC126272984"
"ko04974","LOC126272864"
"ko00040","LOC126272390"
"ko00053","LOC126272390"
"ko00140","LOC126272390"
"ko00830","LOC126272390"
"ko00860","LOC126272390"
"ko00980","LOC126272390"
"ko00982","LOC126272390"
"ko00983","LOC126272390"
"ko01100","LOC126272390"
"ko01110","LOC126272390"
"ko05204","LOC126272390"
"ko03320","LOC126272828"
"ko04974","LOC126272500"
"ko04010","LOC126272253"
"ko04064","LOC126272253"
"ko04620","LOC126272253"
"ko04624","LOC126272253"
"ko04722","LOC126272253"
"ko05133","LOC126272253"
"ko05140","LOC126272253"
"ko05142","LOC126272253"
"ko05145","LOC126272253"
"ko05152","LOC126272253"
"ko05162","LOC126272253"
"ko05169","LOC126272253"
"ko03013","LOC126272751"
"ko04141","LOC126272911"
"ko04213","LOC126272911"
"ko04974","LOC126273243"
"ko00040","LOC126272005"
"ko00053","LOC126272005"
"ko00140","LOC126272005"
"ko00830","LOC126272005"
"ko00860","LOC126272005"
"ko00980","LOC126272005"
"ko00982","LOC126272005"
"ko00983","LOC126272005"
"ko01100","LOC126272005"
"ko01110","LOC126272005"
"ko05204","LOC126272005"
"ko03320","LOC126272006"
"ko04110","LOC126272833"
"ko04111","LOC126272833"
"ko04120","LOC126272833"
"ko04914","LOC126272833"
"ko04150","LOC126273248"
"ko04310","LOC126273248"
"ko04360","LOC126273248"
"ko04390","LOC126273248"
"ko04550","LOC126273248"
"ko04916","LOC126273248"
"ko04919","LOC126273248"
"ko04934","LOC126273248"
"ko05165","LOC126273248"
"ko05166","LOC126273248"
"ko05200","LOC126273248"
"ko05205","LOC126273248"
"ko05217","LOC126273248"
"ko05224","LOC126273248"
"ko05225","LOC126273248"
"ko05226","LOC126273248"
"ko04970","LOC126272364"
"ko04970","LOC126272361"
"ko04974","LOC126272474"
"ko04010","LOC126273183"
"ko05206","LOC126273183"
"ko04141","LOC126271893"
"ko03013","LOC126271852"
"ko05016","LOC126273258"
"ko04010","LOC126272079"
"ko04014","LOC126272079"
"ko04015","LOC126272079"
"ko04022","LOC126272079"
"ko04066","LOC126272079"
"ko04068","LOC126272079"
"ko04072","LOC126272079"
"ko04150","LOC126272079"
"ko04151","LOC126272079"
"ko04152","LOC126272079"
"ko04211","LOC126272079"
"ko04212","LOC126272079"
"ko04213","LOC126272079"
"ko04520","LOC126272079"
"ko04910","LOC126272079"
"ko04913","LOC126272079"
"ko04923","LOC126272079"
"ko04930","LOC126272079"
"ko04931","LOC126272079"
"ko04932","LOC126272079"
"ko04960","LOC126272079"
"ko00511","LOC126272931"
"ko00513","LOC126272931"
"ko00520","LOC126272931"
"ko00531","LOC126272931"
"ko00603","LOC126272931"
"ko00604","LOC126272931"
"ko01100","LOC126272931"
"ko04142","LOC126272931"
"ko00511","LOC126273264"
"ko00513","LOC126273264"
"ko00520","LOC126273264"
"ko00531","LOC126273264"
"ko00603","LOC126273264"
"ko00604","LOC126273264"
"ko01100","LOC126273264"
"ko04142","LOC126273264"
"ko04910","LOC126273077"
"ko00561","LOC126273080"
"ko00564","LOC126273080"
"ko00565","LOC126273080"
"ko00600","LOC126273080"
"ko01100","LOC126273080"
"ko01110","LOC126273080"
"ko04072","LOC126273080"
"ko04666","LOC126273080"
"ko04975","LOC126273080"
"ko05231","LOC126273080"
"ko04340","LOC126272626"
"ko04341","LOC126272626"
"ko00190","LOC126272076"
"ko01100","LOC126272076"
"ko04714","LOC126272076"
"ko04723","LOC126272076"
"ko04932","LOC126272076"
"ko05010","LOC126272076"
"ko05012","LOC126272076"
"ko05016","LOC126272076"
"ko03010","LOC126272077"
"ko00052","LOC126272801"
"ko00520","LOC126272801"
"ko01100","LOC126272801"
"ko04136","LOC126273115"
"ko04138","LOC126273115"
"ko04140","LOC126273115"
"ko00040","LOC126273120"
"ko00053","LOC126273120"
"ko00140","LOC126273120"
"ko00830","LOC126273120"
"ko00860","LOC126273120"
"ko00980","LOC126273120"
"ko00982","LOC126273120"
"ko00983","LOC126273120"
"ko01100","LOC126273120"
"ko01110","LOC126273120"
"ko05204","LOC126273120"
"ko00563","LOC126273370"
"ko03010","LOC126273373"
"ko00590","LOC126273372"
"ko01100","LOC126273372"
"ko04068","LOC126272743"
"ko04110","LOC126272743"
"ko04114","LOC126272743"
"ko04115","LOC126272743"
"ko04218","LOC126272743"
"ko04914","LOC126272743"
"ko05166","LOC126272743"
"ko00982","LOC126272888"
"ko01120","LOC126272888"
"ko04974","LOC126273001"
"ko03040","LOC126271995"
"ko00230","LOC126272003"
"ko00240","LOC126272003"
"ko01100","LOC126272003"
"ko03020","LOC126272003"
"ko03022","LOC126272869"
"ko05169","LOC126272869"
"ko05203","LOC126272869"
"ko04974","LOC126272087"
"ko04977","LOC126272510"
"ko00230","LOC126272511"
"ko00232","LOC126272511"
"ko01100","LOC126272511"
"ko01120","LOC126272511"
"ko04974","LOC126272513"
"ko03010","LOC126271858"
"ko00230","LOC126273286"
"ko04024","LOC126273286"
"ko04371","LOC126273286"
"ko04713","LOC126273286"
"ko04714","LOC126273286"
"ko03008","LOC126272345"
"ko03018","LOC126272347"
"ko03040","LOC126272347"
"ko04350","LOC126272576"
"ko04144","LOC126272695"
"ko04122","LOC126271902"
"ko05225","LOC126271901"
"ko00010","LOC126272812"
"ko00053","LOC126272812"
"ko00071","LOC126272812"
"ko00280","LOC126272812"
"ko00310","LOC126272812"
"ko00330","LOC126272812"
"ko00340","LOC126272812"
"ko00350","LOC126272812"
"ko00360","LOC126272812"
"ko00380","LOC126272812"
"ko00410","LOC126272812"
"ko00561","LOC126272812"
"ko00620","LOC126272812"
"ko00625","LOC126272812"
"ko00903","LOC126272812"
"ko00980","LOC126272812"
"ko00981","LOC126272812"
"ko00982","LOC126272812"
"ko01100","LOC126272812"
"ko01110","LOC126272812"
"ko01120","LOC126272812"
"ko01130","LOC126272812"
"ko05204","LOC126272812"
"ko00010","LOC126273088"
"ko00053","LOC126273088"
"ko00071","LOC126273088"
"ko00280","LOC126273088"
"ko00310","LOC126273088"
"ko00330","LOC126273088"
"ko00340","LOC126273088"
"ko00350","LOC126273088"
"ko00360","LOC126273088"
"ko00380","LOC126273088"
"ko00410","LOC126273088"
"ko00561","LOC126273088"
"ko00620","LOC126273088"
"ko00625","LOC126273088"
"ko00903","LOC126273088"
"ko00980","LOC126273088"
"ko00981","LOC126273088"
"ko00982","LOC126273088"
"ko01100","LOC126273088"
"ko01110","LOC126273088"
"ko01120","LOC126273088"
"ko01130","LOC126273088"
"ko05204","LOC126273088"
"ko00230","LOC126272075"
"ko04927","LOC126272075"
"ko04934","LOC126272075"
"ko05032","LOC126272075"
"ko04115","LOC126271887"
"ko04120","LOC126271887"
"ko05162","LOC126271887"
"ko04122","LOC126271886"
"ko04151","LOC126272030"
"ko04510","LOC126272030"
"ko04512","LOC126272030"
"ko04926","LOC126272030"
"ko04933","LOC126272030"
"ko04974","LOC126272030"
"ko05146","LOC126272030"
"ko05165","LOC126272030"
"ko05200","LOC126272030"
"ko05222","LOC126272030"
"ko04151","LOC126272031"
"ko04510","LOC126272031"
"ko04512","LOC126272031"
"ko04926","LOC126272031"
"ko04933","LOC126272031"
"ko04974","LOC126272031"
"ko05146","LOC126272031"
"ko05165","LOC126272031"
"ko05200","LOC126272031"
"ko05222","LOC126272031"
"ko04320","LOC126272035"
"ko03320","LOC126272034"
"ko04151","LOC126272034"
"ko04214","LOC126272034"
"ko04659","LOC126272034"
"ko04919","LOC126272034"
"ko04920","LOC126272034"
"ko04932","LOC126272034"
"ko04976","LOC126272034"
"ko05160","LOC126272034"
"ko05200","LOC126272034"
"ko05202","LOC126272034"
"ko05216","LOC126272034"
"ko05222","LOC126272034"
"ko05223","LOC126272034"
"ko05226","LOC126272034"
"ko04150","LOC126272959"
"ko04152","LOC126272959"
"ko00510","LOC126272963"
"ko03040","LOC126273162"
"ko04141","LOC126273163"
"ko05160","LOC126273163"
"ko05162","LOC126273163"
"ko05164","LOC126273163"
"ko05168","LOC126273163"
"ko05169","LOC126273163"
"ko00270","LOC126273164"
"ko01100","LOC126273164"
"ko00190","LOC126272119"
"ko01100","LOC126272119"
"ko04142","LOC126272119"
"ko04145","LOC126272119"
"ko04721","LOC126272119"
"ko04966","LOC126272119"
"ko05110","LOC126272119"
"ko05120","LOC126272119"
"ko05152","LOC126272119"
"ko05203","LOC126272119"
"ko05323","LOC126272119"
"ko03010","LOC126272637"
"ko04145","LOC126272634"
"ko04962","LOC126272634"
"ko05132","LOC126272634"
"ko04931","LOC126273461"
"ko00563","LOC126273460"
"ko01100","LOC126273460"
"ko03008","LOC126272140"
"ko00230","LOC126272545"
"ko00983","LOC126272545"
"ko01100","LOC126272545"
"ko03050","LOC126272499"
"ko05169","LOC126272499"
"ko04360","LOC126271952"
