"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
435,"LOC126319868","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.74707568018683,0.00773449328336695,2.80088760682128,1037,"Higher than gene average","upper_branch_k4_4"
436,"LOC126315382","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.76056256553047,0.00906056121068871,3.01268020380585,1037,"Higher than gene average","upper_branch_k4_4"
437,"LOC126317103","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.35651923660236,0.00533172096011034,2.68155001545764,1037,"Higher than gene average","upper_branch_k4_4"
438,"LOC126311233","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.2250822443782,0.00611112924487655,2.70827063823769,1037,"Higher than gene average","upper_branch_k4_4"
439,"LOC126327195","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.99454713206566,0.00624662215481435,2.90759428993566,1037,"Higher than gene average","upper_branch_k4_4"
440,"LOC126315445","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17112772623045,0.0158083597068295,2.99394785808084,1037,"Higher than gene average","upper_branch_k4_4"
441,"LOC126317445","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29239577316527,0.0137372781006379,2.72116553567609,1016,"Higher than gene average","upper_branch_k4_4"
442,"LOC126314440","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.57853609834296,0.00568934472392954,2.68944476194577,1016,"Higher than gene average","upper_branch_k4_4"
443,"LOC126323264","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.46665186243354,0.00668392106032773,2.79900441882826,1037,"Higher than gene average","upper_branch_k4_4"
444,"LOC126323897","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87114418021148,0.00743062789212556,2.97084433421646,1016,"Higher than gene average","upper_branch_k4_4"
445,"LOC126315275","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.8969141165721,0.00568934472392954,2.58564776978003,1016,"Higher than gene average","upper_branch_k4_4"
446,"LOC126318290","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.33163767383845,0.00668392106032773,2.73404671613671,1016,"Higher than gene average","upper_branch_k4_4"
447,"LOC126326530","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.44736107200811,0.00641147812897679,3.02972872972347,1016,"Higher than gene average","upper_branch_k4_4"
448,"LOC126319846","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.12346130677879,0.010320308316761,2.94171913324043,1016,"Higher than gene average","upper_branch_k4_4"
449,"LOC126318224","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.48522879382085,0.00425503459651112,3.0460874161704,1016,"Higher than gene average","upper_branch_k4_4"
450,"LOC126316443","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.17469936317009,0.00654883085479965,3.08129131068374,1016,"Higher than gene average","upper_branch_k4_4"
451,"LOC126325515","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.73385348603276,0.00568934472392954,3.02431240417411,1037,"Higher than gene average","upper_branch_k4_4"
452,"LOC126319978","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.1647762895618,0.00803981705041525,3.14932961636056,1016,"Higher than gene average","upper_branch_k4_4"
453,"LOC126317099","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85459358094962,0.00698823553315036,2.6705715678685,1016,"Higher than gene average","upper_branch_k4_4"
454,"LOC126326555","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.52672255474191,0.0125121754333022,2.74383459572154,1016,"Higher than gene average","upper_branch_k4_4"
455,"LOC126314418","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64175341884442,0.00749053260025156,2.78242797519179,1016,"Higher than gene average","upper_branch_k4_4"
456,"LOC126317077","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.45433701717053,0.00855609735434579,2.91074475674113,1016,"Higher than gene average","upper_branch_k4_4"
457,"LOC126318197","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.55931914440971,0.00454235111293513,2.90548466274997,1016,"Higher than gene average","upper_branch_k4_4"
458,"LOC126323930","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.37886249069076,0.00582234742885886,2.66526602863665,1016,"Higher than gene average","upper_branch_k4_4"
459,"LOC126315308","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.93828798853955,0.00568934472392954,2.65944082774998,1016,"Higher than gene average","upper_branch_k4_4"
460,"LOC126318636","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55333434141486,0.018931744032956,2.6527955447598,1016,"Higher than gene average","upper_branch_k4_4"
461,"LOC126328057","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.0608695609255,0.0220521831137008,2.94552560482117,1016,"Higher than gene average","upper_branch_k4_4"
462,"LOC126326519","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.00818036420186,0.00645981239494899,3.11311914029095,1016,"Higher than gene average","upper_branch_k4_4"
463,"LOC126315223","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.95717014736986,0.00721108706285352,3.1011204868361,1016,"Higher than gene average","upper_branch_k4_4"
464,"LOC126330800","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.46519103351328,0.00807155612890016,2.57605582817806,1016,"Higher than gene average","upper_branch_k4_4"
465,"LOC126317515","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.65567685977574,0.0346017947856505,2.79665399661532,1046,"Higher than gene average","upper_branch_k4_4"
466,"LOC126323249","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.97551864140021,0.0183860050130067,3.2619320934007,1016,"Higher than gene average","upper_branch_k4_4"
467,"LOC126315407","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9241889830813,0.0237236260290976,3.04518920824482,1037,"Higher than gene average","upper_branch_k4_4"
468,"LOC126315239","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.37624641313832,0.0214285118568289,2.7479226878244,1037,"Higher than gene average","upper_branch_k4_4"
469,"LOC126316715","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.05272932152291,0.0245953770860682,2.97245420637021,1037,"Higher than gene average","upper_branch_k4_4"
470,"LOC126318238","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2581349261631,0.0114821866420564,3.03042406020357,1016,"Higher than gene average","upper_branch_k4_4"
471,"LOC126329978","Histone-like transcription factor (CBF/NF-Y) and archaeal histone","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.33598295098136,0.00729202623174855,3.06239113261399,1016,"Higher than gene average","upper_branch_k4_4"
472,"LOC126315240","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.19557197283069,0.0114076925593163,3.24771553908446,1016,"Higher than gene average","upper_branch_k4_4"
473,"LOC126320580","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.90897200402237,0.0262882781239124,3.18671892919805,1016,"Higher than gene average","upper_branch_k4_4"
474,"LOC126317502","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.91985675505572,0.0107439758466471,3.03025643530072,1016,"Higher than gene average","upper_branch_k4_4"
475,"LOC126317472","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.17169888310506,0.0180271052331978,3.08440918895677,1016,"Higher than gene average","upper_branch_k4_4"
476,"LOC126329988","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.01513064813007,0.0430295490774663,2.7708434938609,1007,"Higher than gene average","upper_branch_k4_4"
477,"LOC126319965","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14201543582911,0.00645981239494899,3.55071315910033,1016,"Higher than gene average","upper_branch_k4_4"
478,"LOC126329068","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2997029054394,0.0127078134687028,2.97896327222906,1016,"Higher than gene average","upper_branch_k4_4"
479,"LOC126326573","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.48592405801288,0.0395955910181772,3.09112227069753,1016,"Higher than gene average","upper_branch_k4_4"
480,"LOC126325880","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.45296731526148,0.0170600871201262,3.15213270242253,1016,"Higher than gene average","upper_branch_k4_4"
481,"LOC126304709","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.02655306504592,0.0377527931709236,2.94462943047891,1016,"Higher than gene average","upper_branch_k4_4"
482,"LOC126316771","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.51240798958144,0.0379981318195291,3.09961115844525,1016,"Higher than gene average","upper_branch_k4_4"
483,"LOC126322404","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.92316337018061,0.0426122249758574,2.8984192686816,1016,"Higher than gene average","upper_branch_k4_4"
484,"LOC126319951","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.08536062522682,0.0108341717616341,3.27702959633589,1016,"Higher than gene average","upper_branch_k4_4"
485,"LOC126319861","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55697570042874,0.0122355649955126,3.00996324448274,1016,"Higher than gene average","upper_branch_k4_4"
486,"LOC126316968","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09660062696321,0.024261151030296,3.08353896562356,1016,"Higher than gene average","upper_branch_k4_4"
487,"LOC126318442","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.58463299449589,0.0124126489498006,3.0105791776911,1016,"Higher than gene average","upper_branch_k4_4"
488,"LOC126313351","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.42029340425283,0.0157611847454791,3.04979066609153,1016,"Higher than gene average","upper_branch_k4_4"
489,"LOC126319962","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35079968571783,0.00988901171293782,3.09805468771767,1016,"Higher than gene average","upper_branch_k4_4"
490,"LOC126315285","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66093783243964,0.0112726911957997,2.79679600758639,1016,"Higher than gene average","upper_branch_k4_4"
491,"LOC126323260","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.67477436031301,0.0145903233588837,2.90854957684846,1016,"Higher than gene average","upper_branch_k4_4"
492,"LOC126326556","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.81574018168669,0.0276952614097112,2.61699825786787,1016,"Higher than gene average","upper_branch_k4_4"
493,"LOC126323740","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43318679689447,0.0117688263182987,3.25144721471213,1016,"Higher than gene average","upper_branch_k4_4"
494,"LOC126315288","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.61494194186906,0.0158827837599867,3.10681953100476,1016,"Higher than gene average","upper_branch_k4_4"
495,"LOC126326079","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.78633683945526,0.0312972541689028,3.21575518865828,1016,"Higher than gene average","upper_branch_k4_4"
496,"LOC126326598","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17154437207146,0.0158638829747934,2.90534942227448,1016,"Higher than gene average","upper_branch_k4_4"
497,"LOC126326046","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.7541099878015,0.0180105321577014,3.22855971660308,1016,"Higher than gene average","upper_branch_k4_4"
498,"LOC126318619","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.75499169231185,0.0258234513448519,3.31206890671741,1016,"Higher than gene average","upper_branch_k4_4"
499,"LOC126317468","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.20459086454621,0.00517406219632573,2.84002161861696,1016,"Higher than gene average","upper_branch_k4_4"
500,"LOC126326061","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85280373985604,0.00866023240246569,3.31337554044434,1016,"Higher than gene average","upper_branch_k4_4"
501,"LOC126316693","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9310050106091,0.0357451629549202,3.07567941984503,1016,"Higher than gene average","upper_branch_k4_4"
