"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126267861","uncharacterized LOC126267861","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.23347226992687,0.639931803782647,7.20773859704305,3.49017232262059,0.00048270917721699,0.00510984726024757,"GO:0001653,GO:0003674,GO:0004888,GO:0004930,GO:0005575,GO:0007154,GO:0007165,GO:0007186,GO:0007218,GO:0008150,GO:0008188,GO:0008528,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007","ko:K04232","ko04080,map04080","7tm_1"
"LOC126273020","uncharacterized LOC126273020","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.62135231047177,0.751148116710307,29.4909015369401,-3.48979415930925,0.000483392726409288,0.00511325300120963,"","","",""
"LOC126299030","protein Wnt-16-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.67732676596487,0.481237752452088,157.923335602506,3.48544302149667,0.000491322848198575,0.00518162275428527,"","ko:K01558","ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05202,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05202,map05205,map05217,map05224,map05225,map05226","wnt"
"LOC126292301","uncharacterized LOC126292301","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.58149798590549,0.454059016452827,129.240185550307,3.4830229741067,0.000495785816021509,0.00522479131395672,NA,NA,NA,NA
"LOC126299062","uncharacterized LOC126299062","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.65810825464978,0.47621758888832,1208.87890114633,-3.48182909102636,0.000498001431290092,0.00523253251077441,"","","",""
"LOC126291698","ectonucleoside triphosphate diphosphohydrolase 5","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.14695467173485,0.329406198474,1090.24262069833,-3.48188551717668,0.000497896507792122,0.00523253251077441,"GO:0003674,GO:0003824,GO:0004382,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0044424,GO:0044464,GO:0045134","ko:K01511","ko00230,ko00240,map00230,map00240","GDA1_CD39"
"LOC126344332","tyrosine-protein kinase Dnt-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.98985368477424,0.859811936812457,13.0950848002413,3.47733446904493,0.000506425645143426,0.00529774233232159,"","ko:K05128","ko04360,map04360","Pkinase_Tyr,WIF"
"LOC126365912","cytotoxic granule associated RNA binding protein TIA1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.59606486192246,0.746489118885493,173.456661790691,3.47769953539093,0.000505736480057507,0.00529774233232159,"GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0030532,GO:0031323,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1903311,GO:1990904","ko:K13201","","RRM_1"
"LOC126277968","uncharacterized LOC126277968","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.74108116315622,0.500696577011997,36.8092602131978,3.47731788690559,0.000506456969357944,0.00529774233232159,NA,NA,NA,NA
"LOC126267685","homeobox protein Hox-B4-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.46114409633656,0.420180649197346,18.6173524210624,3.47741881766266,0.000506266335748527,0.00529774233232159,"","","","Homeobox"
"LOC126335186","uncharacterized LOC126335186","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.35023127743166,0.676119902256633,12.8043484097413,-3.47605693840319,0.00050884424112933,0.00531484613129319,"","ko:K02519","","Glyco_transf_92"
"LOC126354926","uncharacterized LOC126354926","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-3.117545805915,0.897213161640288,7.2977765075197,-3.4746991453129,0.00051142658939222,0.00533393399357259,NA,NA,NA,NA
"LOC126354574","phosphoenolpyruvate phosphomutase-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.32573172154775,0.669332579613316,311.649384596238,-3.47470269995128,0.000511419813005607,0.00533393399357259,"","ko:K01841","ko00440,ko01100,ko01120,ko01130,map00440,map01100,map01120,map01130","PEP_mutase"
"LOC126335515","protein yellow-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.61558516926296,0.465669093319589,18.3263880963306,3.46938457466873,0.000521652163260892,0.00543256328017902,"GO:0006582,GO:0006725,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018958,GO:0019438,GO:0019748,GO:0032501,GO:0032502,GO:0042335,GO:0042438,GO:0042440,GO:0043473,GO:0044237,GO:0044249,GO:0044550,GO:0046148,GO:0046189,GO:0048066,GO:0048067,GO:0048856,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617","","","MRJP"
"LOC126295147","poly [ADP-ribose] polymerase tankyrase-1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.22964535693374,0.354595506633643,272.183217230661,3.46774094406156,0.000524852989384377,0.00546187219880708,NA,NA,NA,NA
"LOC126281676","acetylcholine receptor subunit beta-like 2","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.49117186616665,0.718560300917837,26.3814141491624,3.46689326279869,0.0005265109192005,0.00547509367927996,"GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005261,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005892,GO:0006810,GO:0006811,GO:0006812,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0007271,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0017085,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022848,GO:0022857,GO:0022890,GO:0023052,GO:0030594,GO:0031224,GO:0031226,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0038023,GO:0042221,GO:0042391,GO:0043235,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0098655,GO:0098796,GO:0098797,GO:0098802,GO:0098916,GO:0098960,GO:0099094,GO:0099529,GO:0099536,GO:0099537,GO:0099565,GO:1902495,GO:1904315,GO:1905114,GO:1990351","ko:K05312","","Neur_chan_LBD,Neur_chan_memb"
"LOC126282259","zinc transporter 1","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.24588442484617,0.359416005076021,2078.13835523065,3.46641331284803,0.000527451787669663,0.00547771041899051,"GO:0000041,GO:0003674,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0006873,GO:0006875,GO:0006882,GO:0006950,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0010035,GO:0010038,GO:0010043,GO:0010312,GO:0015075,GO:0015318,GO:0015562,GO:0016020,GO:0016323,GO:0016324,GO:0019725,GO:0022857,GO:0022883,GO:0022890,GO:0030001,GO:0030003,GO:0032879,GO:0034220,GO:0042221,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0046583,GO:0046873,GO:0046915,GO:0046916,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0055065,GO:0055069,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0061088,GO:0065007,GO:0065008,GO:0070838,GO:0071577,GO:0071944,GO:0072503,GO:0072507,GO:0072509,GO:0072511,GO:0097501,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098754,GO:0098771,GO:1990359","ko:K14688","ko04978,map04978","Cation_efflux"
"LOC126335345","neuroligin-2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.24414583685329,0.358957333530222,4135.76578763938,-3.46599921672456,0.000528264818637129,0.00548123231790008,"","","","COesterase"
"LOC126334564","uncharacterized LOC126334564","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.45677164489987,0.420363685293992,33.1264206377748,3.46550307712959,0.000529240470535868,0.00548330376071327,NA,NA,NA,NA
"LOC126298596","uncharacterized LOC126298596","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.19115389955215,0.343737100921338,430.687094958046,-3.46530501467382,0.000529630426475633,0.00548332394648618,"GO:0003674,GO:0003682,GO:0003824,GO:0005488,GO:0005515,GO:0005521,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005639,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006694,GO:0006996,GO:0006997,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016125,GO:0016126,GO:0016491,GO:0016627,GO:0019866,GO:0030176,GO:0031090,GO:0031224,GO:0031227,GO:0031229,GO:0031300,GO:0031301,GO:0031965,GO:0031967,GO:0031975,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044453,GO:0044464,GO:0055114,GO:0071704,GO:0071840,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617","ko:K19532","","ERG4_ERG24,LBR_tudor"
"LOC126297745","cullin-1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.91096690426418,0.551630742220649,39.8491127282645,3.46421393516138,0.000531783406514877,0.00550158352918612,"GO:0000151,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006807,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009893,GO:0009894,GO:0009896,GO:0009966,GO:0009968,GO:0009987,GO:0010604,GO:0010646,GO:0010648,GO:0010720,GO:0010941,GO:0014041,GO:0014042,GO:0014066,GO:0014067,GO:0016567,GO:0019005,GO:0019222,GO:0019538,GO:0019899,GO:0022008,GO:0023051,GO:0023057,GO:0030111,GO:0030154,GO:0030162,GO:0030163,GO:0030178,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031461,GO:0031625,GO:0032006,GO:0032007,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0036211,GO:0042176,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045732,GO:0045862,GO:0046626,GO:0046627,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051960,GO:0051962,GO:0060255,GO:0060284,GO:0060548,GO:0060828,GO:0061136,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0090090,GO:1900076,GO:1900077,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1902494,GO:1902531,GO:1902532,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903429,GO:1903431,GO:1904799,GO:1904801,GO:1990234,GO:2000026,GO:2000058,GO:2000060","ko:K03347","ko04110,ko04111,ko04114,ko04120,ko04141,ko04310,ko04340,ko04341,ko04350,ko04710,ko05168,ko05200,map04110,map04111,map04114,map04120,map04141,map04310,map04340,map04341,map04350,map04710,map05168,map05200","Cullin,Cullin_Nedd8"
"LOC126272361","lysozyme-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.50295369053319,0.722854854516663,512.692786264573,3.46259511836133,0.000534992778199043,0.00551539905743991,"GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016787,GO:0016798,GO:0016998,GO:0042742,GO:0043170,GO:0043207,GO:0044036,GO:0044237,GO:0044248,GO:0044260,GO:0044421,GO:0050829,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0061783,GO:0071554,GO:0071704,GO:0098542","ko:K13915","ko04970,map04970","Lys"
"LOC126336972","uncharacterized LOC126336972","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.00190240505997,0.289379209045804,889.65583444397,-3.46224736864693,0.000535684557210831,0.00551539905743991,"","","","DUF2462"
"LOC126278050","uncharacterized LOC126278050","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.51538822917514,0.726652846411925,129.132476317672,3.46160926995009,0.00053695609618606,0.0055187371282192,NA,NA,NA,NA
"LOC126269352","glutamate-gated chloride channel-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.49194016853817,1.00892654156565,95.3623538472592,3.46104500642769,0.000538082846199947,0.0055262985337919,"GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0008068,GO:0008150,GO:0008509,GO:0009987,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015276,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0031224,GO:0032501,GO:0034220,GO:0042391,GO:0044425,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0065007,GO:0065008,GO:0098656,GO:0098660,GO:0098661,GO:0098916,GO:0099095,GO:0099536,GO:0099537,GO:0099565,GO:1902476,GO:1905114","ko:K05273","","Neur_chan_LBD,Neur_chan_memb"
"LOC126267139","B-cell receptor CD22-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.63236159816592,1.04986010636226,22.0684576484574,3.45985296150737,0.000540470428451189,0.0055382459784974,"","","","C2-set_2,Ig_3,fn3,ig"
"LOC126335199","homeobox protein unc-4 homolog","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.21328475078286,0.639753046645575,40.5473514743272,-3.45959235737571,0.000540993713339997,0.0055382459784974,"","ko:K09328","","Homeobox"
"LOC126284645","poly [ADP-ribose] polymerase tankyrase-1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.31011220028147,0.378722645777935,10.7633711476531,3.45929195121237,0.000541597505114875,0.0055382459784974,"GO:0000151,GO:0000209,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007163,GO:0007164,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010498,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016567,GO:0019005,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0023051,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031461,GO:0031625,GO:0031647,GO:0031648,GO:0032268,GO:0032270,GO:0032386,GO:0032387,GO:0032446,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033554,GO:0035282,GO:0035966,GO:0035967,GO:0036211,GO:0042067,GO:0042221,GO:0042306,GO:0042308,GO:0042325,GO:0042327,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045879,GO:0045937,GO:0046328,GO:0046330,GO:0046822,GO:0046823,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051224,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051788,GO:0051865,GO:0060255,GO:0060341,GO:0060429,GO:0065007,GO:0065008,GO:0070201,GO:0070302,GO:0070304,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071630,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090317,GO:0090596,GO:1900180,GO:1900181,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1903827,GO:1903828,GO:1904589,GO:1904590,GO:1904950,GO:1990234","ko:K10523","ko04340,ko04341,map04340,map04341","BTB,MATH"
"LOC126295442","uncharacterized LOC126295442","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.26517950308071,0.36573115002798,1033.64302434163,-3.45931568307462,0.00054154978318583,0.0055382459784974,"","","","Aldo_ket_red"
"LOC126298069","protein eva-1","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.16857453929454,0.337746909319051,1069.53352895486,-3.45991186610876,0.000540352215226965,0.0055382459784974,"","","","Gal_Lectin"
"LOC126335335","diuretic hormone 45","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.47105872634753,0.425332483180287,86.3112146218589,3.4586089342346,0.000542972650547598,0.00554829320140177,"GO:0001664,GO:0003674,GO:0005102,GO:0005179,GO:0005184,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0006810,GO:0007154,GO:0007165,GO:0007186,GO:0007218,GO:0007589,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008613,GO:0009719,GO:0009725,GO:0009755,GO:0009966,GO:0009987,GO:0010033,GO:0010469,GO:0010646,GO:0023051,GO:0023052,GO:0030545,GO:0032870,GO:0042221,GO:0044421,GO:0045475,GO:0046903,GO:0048018,GO:0048511,GO:0048512,GO:0048583,GO:0050789,GO:0050794,GO:0050878,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071310,GO:0071495,GO:0098772","","","CRF"
"LOC126285399","cuticle protein 19-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.78574041869615,0.51638299552089,4.51501740575126,3.45817045523512,0.000543857171580512,0.00554930653341212,"","","","Chitin_bind_4"
"LOC126356332","facilitated trehalose transporter Tret1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.7437069653575,0.504205302293495,9.11379743606417,3.45832730720173,0.00054354060811386,0.00554930653341212,"","ko:K08145","","Sugar_tr"
"LOC126355701","ice-structuring glycoprotein-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.44758740076542,0.708062155187821,487.57270607177,-3.45674088472667,0.000546750301865615,0.00557480177919543,"","","","Chitin_bind_4"
"LOC126354602","uncharacterized LOC126354602","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.20297324459417,0.348452073437611,311.995825076144,-3.45233487270252,0.000555757524496789,0.00565847646699468,"GO:0001932,GO:0001934,GO:0003674,GO:0004888,GO:0005031,GO:0005035,GO:0005575,GO:0005623,GO:0005886,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008219,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0012501,GO:0016020,GO:0019220,GO:0019221,GO:0019222,GO:0023051,GO:0023052,GO:0023056,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032268,GO:0032270,GO:0032872,GO:0032874,GO:0033209,GO:0034097,GO:0034612,GO:0038023,GO:0042221,GO:0042325,GO:0042327,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043408,GO:0043410,GO:0044464,GO:0045937,GO:0046328,GO:0046330,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070302,GO:0070304,GO:0070887,GO:0071310,GO:0071345,GO:0071356,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:1902531,GO:1902533,GO:2001233,GO:2001235","","",""
"LOC126284705","uncharacterized LOC126284705","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.73174632263008,0.501671315907244,12.1371819092039,-3.45195403388435,0.000556542529087122,0.00566238950400231,NA,NA,NA,NA
"LOC126278708","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.46418696364531,0.424350722652431,118.765763004029,3.45041703827748,0.000559721170269605,0.00568245659357044,"","ko:K00069","ko05202,map05202","adh_short"
"LOC126266819","uncharacterized LOC126266819","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.32615813188291,0.674355349509995,14.5891796466164,3.44945455474351,0.000561720271163811,0.00569457020953155,NA,NA,NA,NA
"LOC126272566","malectin-A","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.10525653284889,0.320674090361988,462.937936749424,-3.44666615129783,0.000567549452368621,0.00574130913448343,"","","","Malectin"
"LOC126269416","thioredoxin-T-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.7103898071724,0.496284068647972,271.445282092445,3.44639273195294,0.000568124060353448,0.00574301088763585,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006950,GO:0006952,GO:0006979,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009605,GO:0009607,GO:0009620,GO:0009636,GO:0009987,GO:0010259,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0032501,GO:0032502,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045454,GO:0047134,GO:0048856,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098542,GO:0098754,GO:0098869,GO:1990748","ko:K03671","ko04621,ko05418,map04621,map05418","Thioredoxin"
"LOC126335461","sodium-independent sulfate anion transporter","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.97316197111274,0.862847246487317,100.295229910986,-3.44575703662102,0.000569462108823935,0.00575242210285908,"","ko:K14708","","STAS,Sulfate_transp"
