gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126267575,uncharacterized LOC126267575,lncRNA,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.366197330593657,3.9676294642392425e-5,Average infected
LOC126336417,hexamerin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.999498558129523,4.018405820778954e-5,Average control
LOC126284786,trypsin-2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.303544202182754,4.0684798273361495e-5,Average control
LOC126266913,serine/arginine repetitive matrix protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3765008287871408,4.0995870508683295e-5,Average control
LOC126356342,uncharacterized LOC126356342,lncRNA,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2146723185194814,4.127483441081337e-5,Average infected
LOC126336645,uncharacterized LOC126336645,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.8277234096052908,4.149058111714937e-5,Average infected
LOC126273423,lipid storage droplets surface-binding protein 1,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0517862612721078,4.216558907217107e-5,Average control
LOC126284543,scavenger receptor class B member 1-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4636006008771696,4.2507922861224896e-5,Average infected
LOC126334614,kinesin-like protein KIF20B,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3892030951622651,4.3277137500235765e-5,Average control
LOC126336309,ninjurin-B-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3448003959228152,4.3277137500235765e-5,Average infected
LOC126327557,nephrin,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1645616607637683,4.3385233086686846e-5,Average control
LOC126324060,uncharacterized LOC126324060,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.041400859547307,4.347327538261707e-5,Average control
LOC126282257,uncharacterized LOC126282257,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3525177433382642,4.401424878779592e-5,Average control
LOC126343848,uncharacterized LOC126343848,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0132583223762517,4.403199464975824e-5,Average control
LOC126278524,anillin-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2051898394030354,4.47126409557008e-5,Average control
LOC126267333,la-related protein 6,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.6045982186089824,4.553068137750274e-5,Average infected
LOC126282305,odorant receptor Or2-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2128660466097367,4.6153373879847726e-5,Average control
LOC126298974,ATP-binding cassette sub-family C member 4-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0386402975420885,4.6331767752669315e-5,Average control
LOC126336967,T-box transcription factor TBX20-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.24211647216831,4.6656984842272534e-5,Average control
LOC126355597,uncharacterized LOC126355597,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2078758304324788,4.687802311038819e-5,Average infected
LOC126298861,uncharacterized LOC126298861,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1069362197075703,4.692002836471773e-5,Average infected
LOC126299514,collagen alpha-1(XI) chain-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1746110883231116,4.720952415451012e-5,Average control
LOC126293427,uncharacterized LOC126293427,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.181562995656225,4.7366168916813446e-5,Average infected
LOC126335126,juvenile hormone acid O-methyltransferase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0159902494674453,4.8201244224694594e-5,Average infected
LOC126363586,venom protease-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3318800289179273,4.8972238043534264e-5,Average infected
LOC126354478,UDP-galactose translocator,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1696001487261858,5.031394398171298e-5,Average control
LOC126295227,neprilysin-2-like,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1061254543880243,5.132766417687258e-5,Average infected
LOC126351810,uncharacterized LOC126351810,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.074549741067934,5.134225601680107e-5,Average control
LOC126277893,inositol oxygenase-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.704978414935345,5.1495141202978517e-5,Average control
LOC126295412,uncharacterized LOC126295412,lncRNA,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5578664048973192,5.1888259297760755e-5,Average infected
LOC126336547,uncharacterized LOC126336547,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.328144453417774,5.2742444528425494e-5,Average infected
LOC126336958,uncharacterized LOC126336958,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3772006762146907,5.306921169677864e-5,Average control
LOC126355724,uncharacterized LOC126355724,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1821215628014052,5.4559012873586275e-5,Average control
LOC126341853,"HIG1 domain family member 1A, mitochondrial-like",protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1841395172818847,5.541771255808073e-5,Average infected
LOC126333554,protein regulator of cytokinesis 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.062177868319144,5.605938313075567e-5,Average control
LOC126272876,proteoglycan 4,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0321778203207268,5.6715268032219366e-5,Average control
LOC126284766,roundabout homolog 2-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3362772456044487,5.691597459851435e-5,Average control
LOC126302837,uncharacterized LOC126302837,lncRNA,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.13541367282222,5.860973739268695e-5,Average control
LOC126299256,rhythmically expressed gene 5 protein,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1804473919452585,5.9153866160288696e-5,Average infected
LOC126268318,kinesin-like protein KIF11-A,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0426909867313128,6.045058771908762e-5,Average control
LOC126355120,uncharacterized LOC126355120,lncRNA,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.6607762324901643,6.067766881462547e-5,Average infected
LOC126281310,uncharacterized LOC126281310,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1810863110853904,6.15719091227424e-5,Average control
LOC126334929,eukaryotic translation initiation factor 4E-binding protein,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0281637408318098,6.15719091227424e-5,Average control
LOC126266832,protein jagged-1b,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1501270145124274,6.369389127851516e-5,Average control
LOC126281690,TNF receptor-associated factor 3,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2126633144720795,6.479842185487238e-5,Average control
LOC126277956,uncharacterized LOC126277956,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2634242913914022,6.643001851901739e-5,Average control
LOC126354642,protein extra-macrochaetae-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0093164903743415,6.654587974396177e-5,Average control
LOC126267981,serine protease 48-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.6172191016379291,6.691385316786717e-5,Average infected
LOC126281527,uncharacterized LOC126281527,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.81583632092422,6.705040797497133e-5,Average infected
LOC126285309,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3896431960102067,6.78270096387258e-5,Average control
LOC126299193,uncharacterized LOC126299193,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3996072126466876,6.808506094943241e-5,Average infected
LOC126335181,uncharacterized LOC126335181,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.148032617919319,6.874234242942337e-5,Average control
