"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126355005",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355012",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355013",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355022",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354985",1,"Thorax","Gregarious-up",1.14977893394598,1.14977893394598,NA,1.14977893394598,NA,0.000801284887877491,"Gregarious-up","Thorax phase DEG only"
"LOC126354986",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354987",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355186",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355955",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354344",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354278",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356211",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356281",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355092",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354331",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354681",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354769",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354757",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356009",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354174",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355421",1,"Thorax","Gregarious-up",1.4798274686575,1.4798274686575,NA,1.4798274686575,NA,0.00888154259006827,"Gregarious-up","Thorax phase DEG only"
"LOC126353897",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353894",1,"Thorax","Solitarious-up",-1.10452410943031,1.10452410943031,NA,-1.10452410943031,NA,0.00018976754393122,"Solitarious-up","Thorax phase DEG only"
"LOC126354632",1,"Thorax","Solitarious-up",-2.56317470390409,2.56317470390409,NA,-2.56317470390409,NA,2.80630846768892e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126355002",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355004",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354166",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354459",1,"Thorax","Solitarious-up",-1.75065606483155,1.75065606483155,NA,-1.75065606483155,NA,0.00099895623928486,"Solitarious-up","Thorax phase DEG only"
"LOC126354068",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355443",1,"Thorax","Solitarious-up",-2.6195071102931,2.6195071102931,NA,-2.6195071102931,NA,3.29079057240597e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126355173",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354670",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356343",1,"Thorax","Solitarious-up",-3.44373113170535,3.44373113170535,NA,-3.44373113170535,NA,5.70196734037037e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126356362",1,"Thorax","Solitarious-up",-2.58214121113403,2.58214121113403,NA,-2.58214121113403,NA,2.87269486899956e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126354010",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354552",1,"Thorax","Solitarious-up",-4.00309843902541,4.00309843902541,NA,-4.00309843902541,NA,1.06675430107031e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126355936",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355937",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353920",1,"Thorax","Solitarious-up",-2.0109629399281,2.0109629399281,NA,-2.0109629399281,NA,0.00301894863562402,"Solitarious-up","Thorax phase DEG only"
"LOC126356138",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356298",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353753",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354100",1,"Thorax","Solitarious-up",-1.28798825916661,1.28798825916661,NA,-1.28798825916661,NA,6.47603169440719e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126354567",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354306",1,"Thorax","Solitarious-up",-1.79033564839534,1.79033564839534,NA,-1.79033564839534,NA,0.00363643084633267,"Solitarious-up","Thorax phase DEG only"
"LOC126354030",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354410",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354477",1,"Thorax","Gregarious-up",1.02543777523584,1.02543777523584,NA,1.02543777523584,NA,1.98169476025969e-10,"Gregarious-up","Thorax phase DEG only"
"LOC126354789",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355180",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356066",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355971",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355972",1,"Thorax","Solitarious-up",-1.23963146258365,1.23963146258365,NA,-1.23963146258365,NA,4.06130222879919e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126354407",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354316",1,"Thorax","Solitarious-up",-1.51557693882189,1.51557693882189,NA,-1.51557693882189,NA,2.24255243973589e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126354759",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355475",1,"Thorax","Gregarious-up",1.01798814301915,1.01798814301915,NA,1.01798814301915,NA,0.000805835825870664,"Gregarious-up","Thorax phase DEG only"
"LOC126354761",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355366",1,"Thorax","Solitarious-up",-1.25063181655982,1.25063181655982,NA,-1.25063181655982,NA,6.95636181827645e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126354213",1,"Thorax","Gregarious-up",1.73088891267483,1.73088891267483,NA,1.73088891267483,NA,4.92202139802761e-08,"Gregarious-up","Thorax phase DEG only"
"LOC126355900",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353960",1,"Thorax","Solitarious-up",-2.77337577742956,2.77337577742956,NA,-2.77337577742956,NA,0.00152768260023032,"Solitarious-up","Thorax phase DEG only"
"LOC126353959",1,"Thorax","Solitarious-up",-2.50502210822436,2.50502210822436,NA,-2.50502210822436,NA,5.9366751086713e-09,"Solitarious-up","Thorax phase DEG only"
"LOC126354189",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353903",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353777",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353774",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356192",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354158",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354393",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354218",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353854",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356318",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355745",1,"Thorax","Gregarious-up",2.11185829688459,2.11185829688459,NA,2.11185829688459,NA,4.99572671612854e-08,"Gregarious-up","Thorax phase DEG only"
"LOC126354474",1,"Thorax","Gregarious-up",1.56195772628028,1.56195772628028,NA,1.56195772628028,NA,0.031128865244532,"Gregarious-up","Thorax phase DEG only"
"LOC126354279",1,"Thorax","Gregarious-up",1.71900948016972,1.71900948016972,NA,1.71900948016972,NA,0.00564104418140992,"Gregarious-up","Thorax phase DEG only"
"LOC126356110",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355165",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355764",1,"Thorax","Gregarious-up",1.31572030027284,1.31572030027284,NA,1.31572030027284,NA,0.00016994222094156,"Gregarious-up","Thorax phase DEG only"
"LOC126355070",1,"Thorax","Gregarious-up",1.48783104264577,1.48783104264577,NA,1.48783104264577,NA,1.79356057669575e-07,"Gregarious-up","Thorax phase DEG only"
"LOC126356042",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355561",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356200",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354430",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354788",1,"Thorax","Gregarious-up",1.09969779488313,1.09969779488313,NA,1.09969779488313,NA,0.00278355536903708,"Gregarious-up","Thorax phase DEG only"
"LOC126355943",1,"Thorax","Solitarious-up",-1.31460784813806,1.31460784813806,NA,-1.31460784813806,NA,0.00458855810451583,"Solitarious-up","Thorax phase DEG only"
"LOC126354702",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356124",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353783",1,"Thorax","Solitarious-up",-1.14497459706932,1.14497459706932,NA,-1.14497459706932,NA,0.0253042536850232,"Solitarious-up","Thorax phase DEG only"
"LOC126354328",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353831",1,"Thorax","Gregarious-up",3.13132104796499,3.13132104796499,NA,3.13132104796499,NA,3.83962672489433e-10,"Gregarious-up","Thorax phase DEG only"
"LOC126353928",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353931",1,"Thorax","Gregarious-up",1.02932311791389,1.02932311791389,NA,1.02932311791389,NA,0.0319166001461845,"Gregarious-up","Thorax phase DEG only"
"LOC126355597",1,"Thorax","Solitarious-up",-1.06738395769228,1.06738395769228,NA,-1.06738395769228,NA,1.4498066681563e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126354017",1,"Thorax","Gregarious-up",1.01300431732001,1.01300431732001,NA,1.01300431732001,NA,0.00047067114666908,"Gregarious-up","Thorax phase DEG only"
"LOC126354015",1,"Thorax","Solitarious-up",-1.90675793882601,1.90675793882601,NA,-1.90675793882601,NA,0.000248428667322017,"Solitarious-up","Thorax phase DEG only"
"LOC126354286",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355540",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355605",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354136",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354561",1,"Thorax","Gregarious-up",1.00290508556943,1.00290508556943,NA,1.00290508556943,NA,0.0220367697618088,"Gregarious-up","Thorax phase DEG only"
"LOC126354147",1,"Thorax","Gregarious-up",1.2102336456628,1.2102336456628,NA,1.2102336456628,NA,0.00442386991737273,"Gregarious-up","Thorax phase DEG only"
"LOC126354148",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354150",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354151",1,"Thorax","Gregarious-up",1.47997020210676,1.47997020210676,NA,1.47997020210676,NA,0.00265879770693592,"Gregarious-up","Thorax phase DEG only"
"LOC126354178",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354594",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354243",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354892",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355989",1,"Thorax","Gregarious-up",1.79321041111824,1.79321041111824,NA,1.79321041111824,NA,2.78705821860403e-06,"Gregarious-up","Thorax phase DEG only"
"LOC126354412",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354413",1,"Thorax","Gregarious-up",1.42712547952596,1.42712547952596,NA,1.42712547952596,NA,6.33659522636693e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126354729",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354735",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354749",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354288",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355770",1,"Thorax","Gregarious-up",1.24150445730203,1.24150445730203,NA,1.24150445730203,NA,4.66700824862517e-06,"Gregarious-up","Thorax phase DEG only"
"LOC126355627",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354818",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354877",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354898",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354906",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354920",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354924",1,"Thorax","Solitarious-up",-1.56845820825758,1.56845820825758,NA,-1.56845820825758,NA,2.53846742171052e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126354927",1,"Thorax","Solitarious-up",-2.95446336099289,2.95446336099289,NA,-2.95446336099289,NA,4.03392922901676e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126354936",1,"Thorax","Gregarious-up",1.874601843559,1.874601843559,NA,1.874601843559,NA,0.0412883242982083,"Gregarious-up","Thorax phase DEG only"
"LOC126354946",1,"Thorax","Solitarious-up",-1.44790373022246,1.44790373022246,NA,-1.44790373022246,NA,0.00975312378360622,"Solitarious-up","Thorax phase DEG only"
"LOC126354965",1,"Thorax","Gregarious-up",1.00328079506121,1.00328079506121,NA,1.00328079506121,NA,0.0377639463291574,"Gregarious-up","Thorax phase DEG only"
"LOC126354996",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355748",1,"Thorax","Solitarious-up",-1.06400359999342,1.06400359999342,NA,-1.06400359999342,NA,0.00531933590453169,"Solitarious-up","Thorax phase DEG only"
"LOC126355040",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355041",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355123",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355194",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355193",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355449",1,"Thorax","Solitarious-up",-1.99173811374783,1.99173811374783,NA,-1.99173811374783,NA,0.0130251084167038,"Solitarious-up","Thorax phase DEG only"
"LOC126355480",1,"Thorax","Solitarious-up",-2.00848290378783,2.00848290378783,NA,-2.00848290378783,NA,0.00265441930042105,"Solitarious-up","Thorax phase DEG only"
"LOC126355694",1,"Thorax","Solitarious-up",-6.85125009397916,6.85125009397916,NA,-6.85125009397916,NA,1.79437977052722e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126355556",1,"Thorax","Solitarious-up",-4.00101948325152,4.00101948325152,NA,-4.00101948325152,NA,2.25102240809809e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126355699",1,"Thorax","Solitarious-up",-4.07079174405411,4.07079174405411,NA,-4.07079174405411,NA,2.31138579372867e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126355701",1,"Thorax","Solitarious-up",-2.79042901706352,2.79042901706352,NA,-2.79042901706352,NA,0.00094447683682826,"Solitarious-up","Thorax phase DEG only"
"LOC126355980",1,"Thorax","Solitarious-up",-3.04284192586258,3.04284192586258,NA,-3.04284192586258,NA,3.48034981466975e-11,"Solitarious-up","Thorax phase DEG only"
"LOC126355732",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355737",1,"Thorax","Gregarious-up",1.61640478327035,1.61640478327035,NA,1.61640478327035,NA,7.19816936221312e-11,"Gregarious-up","Thorax phase DEG only"
"LOC126355800",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355818",1,"Thorax","Solitarious-up",-1.5696962281875,1.5696962281875,NA,-1.5696962281875,NA,6.88176694523369e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126355151",1,"Thorax","Gregarious-up",1.881022641973,1.881022641973,NA,1.881022641973,NA,0.00119494193375779,"Gregarious-up","Thorax phase DEG only"
"LOC126355843",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355840",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355848",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355865",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355876",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355890",1,"Thorax","Gregarious-up",1.28546643181849,1.28546643181849,NA,1.28546643181849,NA,0.0100480135709862,"Gregarious-up","Thorax phase DEG only"
"LOC126355889",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355892",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355925",1,"Thorax","Gregarious-up",1.33820000120707,1.33820000120707,NA,1.33820000120707,NA,8.84082519922735e-05,"Gregarious-up","Thorax phase DEG only"
"LOC126355928",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266851",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267150",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267302",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267338",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365841",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268138",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268219",1,"Thorax","Solitarious-up",-1.09257094689288,1.09257094689288,NA,-1.09257094689288,NA,3.28703330375175e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126268220",1,"Thorax","Solitarious-up",-1.0994836575559,1.0994836575559,NA,-1.0994836575559,NA,5.64260101066196e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126267313",1,"Thorax","Gregarious-up",2.08027749440217,2.08027749440217,NA,2.08027749440217,NA,1.38210381711288e-06,"Gregarious-up","Thorax phase DEG only"
"LOC126267621",1,"Thorax","Gregarious-up",1.38938049480938,1.38938049480938,NA,1.38938049480938,NA,0.00312466458077078,"Gregarious-up","Thorax phase DEG only"
"LOC126266748",1,"Thorax","Solitarious-up",-1.04351027166971,1.04351027166971,NA,-1.04351027166971,NA,5.43942778721149e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126266750",1,"Thorax","Solitarious-up",-1.83623119190144,1.83623119190144,NA,-1.83623119190144,NA,0.00599704560259264,"Solitarious-up","Thorax phase DEG only"
"LOC126266868",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365957",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267503",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267037",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267343",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266759",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266760",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268064",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268068",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267980",1,"Thorax","Gregarious-up",1.08136253884886,1.08136253884886,NA,1.08136253884886,NA,0.0275373907419654,"Gregarious-up","Thorax phase DEG only"
"LOC126266899",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267096",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267092",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267101",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267102",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267117",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267118",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267122",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266817",1,"Thorax","Solitarious-up",-1.54106303321153,1.54106303321153,NA,-1.54106303321153,NA,0.00686689462977574,"Solitarious-up","Thorax phase DEG only"
"LOC126266929",1,"Thorax","Solitarious-up",-1.03693441103775,1.03693441103775,NA,-1.03693441103775,NA,0.0353403224966781,"Solitarious-up","Thorax phase DEG only"
"LOC126267553",1,"Thorax","Solitarious-up",-4.80558913363525,4.80558913363525,NA,-4.80558913363525,NA,4.26601597781454e-15,"Solitarious-up","Thorax phase DEG only"
"LOC126267550",1,"Thorax","Gregarious-up",1.23566455090216,1.23566455090216,NA,1.23566455090216,NA,3.72310608653901e-08,"Gregarious-up","Thorax phase DEG only"
"LOC126267567",1,"Thorax","Solitarious-up",-1.59962905302897,1.59962905302897,NA,-1.59962905302897,NA,0.000893066290032622,"Solitarious-up","Thorax phase DEG only"
"LOC126267664",1,"Thorax","Solitarious-up",-2.18591897499068,2.18591897499068,NA,-2.18591897499068,NA,2.54028844917836e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126267228",1,"Thorax","Gregarious-up",1.29657523446837,1.29657523446837,NA,1.29657523446837,NA,3.03060632698507e-12,"Gregarious-up","Thorax phase DEG only"
"LOC126267666",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267303",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365970",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268053",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267678",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268092",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268094",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267451",1,"Thorax","Gregarious-up",1.22976649245124,1.22976649245124,NA,1.22976649245124,NA,0.00221682424167701,"Gregarious-up","Thorax phase DEG only"
"LOC126267263",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267998",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266967",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365992",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365996",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267286",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266942",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266945",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267947",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266690",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267546",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365874",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
