"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126281431",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281540",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282335",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281320",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281509",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281896",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281996",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282234",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282233",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281385",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281376",1,"Head","Gregarious-up",2.70790988445083,2.70790988445083,2.70790988445083,NA,7.94618869381614e-15,NA,"Gregarious-up","Head phase DEG only"
"LOC126281508",1,"Head","Gregarious-up",1.28838910475461,1.28838910475461,1.28838910475461,NA,2.22699177493168e-16,NA,"Gregarious-up","Head phase DEG only"
"LOC126281222",1,"Head","Solitarious-up",-1.31341223292761,1.31341223292761,-1.31341223292761,NA,4.38194214297585e-05,NA,"Solitarious-up","Head phase DEG only"
"LOC126282056",2,"Head + Thorax","Solitarious-up",-1.89458983064839,2.12389896941492,-1.66528069188186,-2.12389896941492,0.000177075423942943,2.49815566899596e-05,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126281268",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281636",1,"Thorax","Solitarious-up",-1.10068586432509,1.10068586432509,NA,-1.10068586432509,NA,1.03729201007341e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126281187",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281193",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281192",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282345",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281541",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282058",1,"Thorax","Gregarious-up",1.15174200534973,1.15174200534973,NA,1.15174200534973,NA,1.08669117690077e-31,"Gregarious-up","Thorax phase DEG only"
"LOC126281309",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281260",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281261",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282047",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282048",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281273",2,"Head + Thorax","Gregarious-up",2.77791481812042,3.28045271402631,3.28045271402631,2.27537692221454,1.17626122324774e-16,0.000421163189903582,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281275",1,"Head","Gregarious-up",1.40196550834555,1.40196550834555,1.40196550834555,NA,7.00860527090724e-06,NA,"Gregarious-up","Head phase DEG only"
"LOC126281276",1,"Head","Gregarious-up",1.71173761098791,1.71173761098791,1.71173761098791,NA,0.00210122466647447,NA,"Gregarious-up","Head phase DEG only"
"LOC126281280",2,"Head + Thorax","Gregarious-up",2.15849115717038,2.37210761851084,1.94487469582991,2.37210761851084,4.1568254813275e-05,4.44254477072363e-07,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281284",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281288",2,"Head + Thorax","Gregarious-up",1.52664810045574,1.83378233159083,1.21951386932065,1.83378233159083,0.0353487329059067,0.000646148796573189,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281285",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281258",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281927",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281929",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281930",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281845",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281355",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281597",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281598",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281335",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282354",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281478",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281322",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281321",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281246",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281245",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281911",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281493",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281499",1,"Head","Solitarious-up",-1.21074933700199,1.21074933700199,-1.21074933700199,NA,0.00073448461392996,NA,"Solitarious-up","Head phase DEG only"
"LOC126281503",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282356",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282266",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282268",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281458",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281875",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281877",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282187",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281532",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281629",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281966",2,"Head + Thorax","Gregarious-up",1.86313199219702,1.88351380663401,1.88351380663401,1.84275017776003,5.83949453379292e-10,0.000185312010031089,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281690",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282525",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282528",1,"Head","Solitarious-up",-1.05525606109934,1.05525606109934,-1.05525606109934,NA,0.000447118133963822,NA,"Solitarious-up","Head phase DEG only"
"LOC126281162",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281160",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281163",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282517",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282518",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282167",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282169",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281971",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281972",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281974",1,"Head","Gregarious-up",1.00848390267907,1.00848390267907,1.00848390267907,NA,0.00150966590437702,NA,"Gregarious-up","Head phase DEG only"
"LOC126281454",1,"Head","Solitarious-up",-1.60725243286357,1.60725243286357,-1.60725243286357,NA,0.000161822930802515,NA,"Solitarious-up","Head phase DEG only"
"LOC126281456",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281565",1,"Head","Gregarious-up",1.12801683998829,1.12801683998829,1.12801683998829,NA,9.33258520107256e-09,NA,"Gregarious-up","Head phase DEG only"
"LOC126281415",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282111",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281528",1,"Thorax","Gregarious-up",1.43378612732903,1.43378612732903,NA,1.43378612732903,NA,7.13559628678216e-21,"Gregarious-up","Thorax phase DEG only"
"LOC126281577",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281942",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281945",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282100",1,"Thorax","Solitarious-up",-1.0332125369261,1.0332125369261,NA,-1.0332125369261,NA,1.16920107572223e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126281880",1,"Thorax","Gregarious-up",1.59808473502148,1.59808473502148,NA,1.59808473502148,NA,3.79358454471239e-13,"Gregarious-up","Thorax phase DEG only"
"LOC126281802",1,"Head","Gregarious-up",1.1855036430661,1.1855036430661,1.1855036430661,NA,0.000379685459256895,NA,"Gregarious-up","Head phase DEG only"
"LOC126281804",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281827",2,"Head + Thorax","Gregarious-up",4.67146272780174,4.80735728248624,4.80735728248624,4.53556817311724,5.93684210405323e-25,5.68595549586119e-27,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126282519",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281882",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281848",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281414",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281965",2,"Head + Thorax","Gregarious-up",2.55789329054893,3.8610238629906,1.25476271810725,3.8610238629906,0.033340668148042,2.19351277939354e-12,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281248",2,"Head + Thorax","Gregarious-up",2.52238988357203,3.41486785436994,1.62991191277412,3.41486785436994,0.00531858328677168,1.94613713707371e-15,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126282387",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282182",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282183",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282270",2,"Head + Thorax","Solitarious-up",-3.14495177023798,3.29435307046453,-2.99555047001142,-3.29435307046453,0.000713175472336174,1.94713528541202e-06,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126281491",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281352",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281513",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281637",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281530",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282122",1,"Head","Solitarious-up",-1.09698830651878,1.09698830651878,-1.09698830651878,NA,0.013301113013515,NA,"Solitarious-up","Head phase DEG only"
"LOC126282394",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282396",1,"Head","Gregarious-up",1.6393701964119,1.6393701964119,1.6393701964119,NA,0.0157817055050572,NA,"Gregarious-up","Head phase DEG only"
"LOC126281407",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281406",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281404",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281402",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281400",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281401",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281417",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282515",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281253",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281254",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281328",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281754",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281755",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281756",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281527",1,"Head","Solitarious-up",-1.54652849312302,1.54652849312302,-1.54652849312302,NA,8.22369895744466e-05,NA,"Solitarious-up","Head phase DEG only"
"LOC126282163",1,"Thorax","Gregarious-up",1.533422191265,1.533422191265,NA,1.533422191265,NA,1.41801658396098e-19,"Gregarious-up","Thorax phase DEG only"
"LOC126282165",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281785",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281925",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281386",1,"Head","Gregarious-up",1.72542507735917,1.72542507735917,1.72542507735917,NA,1.84615326462555e-13,NA,"Gregarious-up","Head phase DEG only"
"LOC126281262",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281818",1,"Head","Gregarious-up",1.21245867341401,1.21245867341401,1.21245867341401,NA,0.000231373199168618,NA,"Gregarious-up","Head phase DEG only"
"LOC126282237",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281233",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281236",2,"Head + Thorax","Gregarious-up",2.01653951922776,2.49702915417794,1.53604988427758,2.49702915417794,0.00084539066577631,1.9892902624169e-28,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126281238",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281239",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282194",1,"Thorax","Solitarious-up",-1.18310669847461,1.18310669847461,NA,-1.18310669847461,NA,8.91764482357674e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126282195",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282410",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281426",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281427",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281430",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281863",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281316",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281998",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281485",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281950",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281437",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281221",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281220",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282035",2,"Head + Thorax","Solitarious-up",-1.6311061052753,2.02158977725896,-1.24062243329165,-2.02158977725896,0.00903806708725935,1.24074655673388e-08,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126282036",1,"Head","Gregarious-up",1.12601077351521,1.12601077351521,1.12601077351521,NA,0.0109926119219623,NA,"Gregarious-up","Head phase DEG only"
"LOC126281704",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281624",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282093",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282418",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282419",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281353",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281645",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281646",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281247",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281841",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281243",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281795",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281363",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281367",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281369",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281370",1,"Thorax","Gregarious-up",1.55117969017065,1.55117969017065,NA,1.55117969017065,NA,2.96296117186765e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126281465",1,"Thorax","Gregarious-up",1.2640036866715,1.2640036866715,NA,1.2640036866715,NA,1.15705015349498e-18,"Gregarious-up","Thorax phase DEG only"
"LOC126281489",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282059",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282062",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281180",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281181",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281832",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281834",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281420",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281583",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281728",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282434",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282235",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281337",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281397",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282145",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282148",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282152",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281356",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
