"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
2711,"LOC126351083",2711,"Branch 4",1,497,"DEG cluster 3+4","uncharacterized LOC126351083","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.43449298866035,0.0077932268018021,4.39191150212736,"1016","Higher than gene mean",0,0
2712,"LOC126354034",2712,"Branch 4",1,498,"DEG cluster 3+4","probable sodium/potassium/calcium exchanger CG1090","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.80901523839165,0.0130607350109404,4.50657389481968,"1016","Higher than gene mean",1,1
2713,"LOC126267934",2713,"Branch 4",1,499,"DEG cluster 3+4","epithelial discoidin domain-containing receptor 1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.36670053505344,0.0408202193926481,4.26981993205783,"1016","Higher than gene mean",0,0
2714,"LOC126272293",2714,"Branch 4",1,500,"DEG cluster 3+4","uncharacterized LOC126272293","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.47834798147633,0.0269693679206833,4.65423433837968,"1016","Higher than gene mean",0,0
2715,"LOC126285089",2715,"Branch 4",1,501,"DEG cluster 3+4","protein O-mannosyl-transferase TMTC1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.39554314452675,0.00325967046137927,5.11229951352928,"1016","Higher than gene mean",0,0
2716,"LOC126353876",2716,"Branch 4",1,502,"DEG cluster 3+4","agrin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.00267490245635,0.0237505089200442,4.04789095179503,"1016","Higher than gene mean",0,1
2717,"LOC126354582",2717,"Branch 4",1,503,"DEG cluster 3+4","cationic amino acid transporter 4","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",3.76030267021815,0.00016444189319198,4.6990309434901,"1016","Higher than gene mean",1,1
2718,"LOC126298831",2718,"Branch 4",1,504,"DEG cluster 3+4","arrestin domain-containing protein 2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.73271267657261,0.0177808226204037,4.96073444391325,"1016","Higher than gene mean",0,0
2719,"LOC126284557",2719,"Branch 4",1,505,"DEG cluster 3+4","UNC93-like protein","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.72855438337177,0.0233840687766835,4.50558031412231,"1016","Higher than gene mean",1,0
2720,"LOC126297744",2720,"Branch 4",1,506,"DEG cluster 3+4","cullin-1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.72364221173184,0.0499355769066426,4.51594554404928,"1016","Higher than gene mean",1,1
2721,"LOC126295165",2721,"Branch 4",1,507,"DEG cluster 3+4","uncharacterized LOC126295165","lncRNA","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",4.002916346183,0.00661818341327338,4.1914171181475,"1016","Higher than gene mean",0,0
2722,"LOC126277399",2722,"Branch 4",1,508,"DEG cluster 3+4","frequenin-1","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.22531158448738,0.00966394405146191,3.92083868554504,"1016","Higher than gene mean",1,0
2723,"LOC126355544",2723,"Branch 4",1,509,"DEG cluster 3+4","uncharacterized LOC126355544","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.81308020444716,0.00444196982290979,3.57518982255817,"1016","Higher than gene mean",1,0
2724,"LOC126297824",2724,"Branch 4",1,510,"DEG cluster 3+4","uncharacterized LOC126297824","lncRNA","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",4.56387393587473,0.000808876065011763,3.68604149650118,"1016","Higher than gene mean",0,0
2725,"LOC126297886",2725,"Branch 4",1,511,"DEG cluster 3+4","uncharacterized LOC126297886","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",6.50522811197141,1.16771802447222e-05,4.01673895856385,"1016","Higher than gene mean",0,0
2726,"LOC126334711",2726,"Branch 4",1,512,"DEG cluster 3+4","cubilin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",4.18769025236459,0.000808876065011763,3.91162537726768,"1016","Higher than gene mean",0,0
2727,"LOC126291729",2727,"Branch 4",1,513,"DEG cluster 3+4","uncharacterized LOC126291729","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",6.43436165401345,0.000223448505759547,4.23287133690254,"1016","Higher than gene mean",0,0
2728,"LOC126299372",2728,"Branch 4",1,514,"DEG cluster 3+4","PI-PLC X domain-containing protein 1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",5.6157218430215,0.000190272986174519,3.90808432929197,"1016","Higher than gene mean",0,0
2729,"LOC126284182",2729,"Branch 4",1,515,"DEG cluster 3+4","lachesin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.17404180471287,0.0121330157934321,4.11848460252719,"1016","Higher than gene mean",1,0
2730,"LOC126336474",2730,"Branch 4",1,516,"DEG cluster 3+4","uncharacterized LOC126336474","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.33593666145071,0.00108193242767332,4.24402581583106,"1016","Higher than gene mean",0,0
2731,"LOC126338336",2731,"Branch 4",1,517,"DEG cluster 3+4","synaptic vesicular amine transporter","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.87883682898407,0.00403462178180569,4.22165706835247,"1016","Higher than gene mean",1,1
2732,"LOC126278220",2732,"Branch 4",1,518,"DEG cluster 3+4","uncharacterized LOC126278220","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.52290792290025,0.000169816180978968,4.63457439711636,"1016","Higher than gene mean",1,0
2733,"LOC126336742",2733,"Branch 4",1,519,"DEG cluster 3+4","uncharacterized LOC126336742","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",6.49296432303994,0.00403462178180569,4.34865455777832,"1016","Higher than gene mean",0,0
2734,"LOC126344332",2734,"Branch 4",1,520,"DEG cluster 3+4","tyrosine-protein kinase Dnt-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.98985368477424,0.00529774233232159,4.39949234659714,"1016","Higher than gene mean",0,1
2735,"LOC126267514",2735,"Branch 4",1,521,"DEG cluster 3+4","hemicentin-2-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.79299065768275,0.011177160169137,4.61622063028666,"1016","Higher than gene mean",0,0
2736,"LOC126278974",2736,"Branch 4",1,522,"DEG cluster 3+4","vesicular glutamate transporter 1","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.1886318774844,0.0265912284876768,4.05789653099963,"1016","Higher than gene mean",1,1
2737,"LOC126282191",2737,"Branch 4",1,523,"DEG cluster 3+4","synapsin","protein_coding","Diet in infected",1,"infected_diet33_vs50","Infected diet 50",2.54862600380208,0.00702188182250014,4.25059687155247,"1016","Higher than gene mean",1,0
2738,"LOC126356321",2738,"Branch 4",1,524,"DEG cluster 3+4","complexin","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.88114996579137,0.00588041558634208,4.19270717812044,"1016","Higher than gene mean",1,1
2739,"LOC126266590",2739,"Branch 4",1,525,"DEG cluster 3+4","two pore potassium channel protein sup-9","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.79878991896357,3.45791385372181e-05,4.16495406479021,"1016","Higher than gene mean",1,1
2740,"LOC126297852",2740,"Branch 4",1,526,"DEG cluster 3+4","uncharacterized LOC126297852","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.45224185983679,0.00256667867605183,4.23569271364717,"1016","Higher than gene mean",0,0
2741,"LOC126281447",2741,"Branch 4",1,527,"DEG cluster 3+4","sodium channel protein para","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.84445959003993,0.00256667867605183,4.52598217899392,"1016","Higher than gene mean",1,1
2742,"LOC126366011",2742,"Branch 4",1,528,"DEG cluster 3+4","gamma-aminobutyric acid receptor subunit beta","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.87383248967233,0.000585718669364012,4.32568625754971,"1016","Higher than gene mean",1,1
2743,"LOC126284620",2743,"Branch 4",1,529,"DEG cluster 3+4","protein sidekick-2-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.0448674203727,0.00443282845116773,4.19156727456581,"1016","Higher than gene mean",0,0
2744,"LOC126281509",2744,"Branch 4",1,530,"DEG cluster 3+4","hemicentin-2-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.62943033573914,0.00786304996984321,4.1962417252537,"1016","Higher than gene mean",1,0
2745,"LOC126278778",2745,"Branch 4",1,531,"DEG cluster 3+4","protein O-mannosyl-transferase TMTC2","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.47191981173891,0.00653597617619335,4.43931591358023,"1016","Higher than gene mean",0,0
2746,"LOC126271869",2746,"Branch 4",1,532,"DEG cluster 3+4","neuronal acetylcholine receptor subunit alpha-7","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.51950517864981,0.00245148125000675,4.07456922827392,"1016","Higher than gene mean",1,0
2747,"LOC126365912",2747,"Branch 4",1,533,"DEG cluster 3+4","cytotoxic granule associated RNA binding protein TIA1-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.02351276080755,0.00263072812586997,4.3538420940155,"1016","Higher than gene mean",1,0
2748,"LOC126298058",2748,"Branch 4",1,534,"DEG cluster 3+4","voltage-dependent calcium channel type A subunit alpha-1","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.38123733400084,0.000438885302121427,4.57653742277629,"1016","Higher than gene mean",1,0
2749,"LOC126354274",2749,"Branch 4",1,535,"DEG cluster 3+4","disintegrin and metalloproteinase domain-containing protein 22-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.0905969442612,0.00863912937777702,4.6828503435508,"1016","Higher than gene mean",1,0
2750,"LOC126284265",2750,"Branch 4",1,536,"DEG cluster 3+4","RIMS-binding protein 2-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.41169078369581,0.00999441035563413,4.31671223061255,"1016","Higher than gene mean",1,0
2751,"LOC126273067",2751,"Branch 4",1,537,"DEG cluster 3+4","uncharacterized LOC126273067","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.58017740437006,0.000438885302121427,4.88393368689607,"1016","Higher than gene mean",1,0
2752,"LOC126278893",2752,"Branch 4",1,538,"DEG cluster 3+4","calbindin-32","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.01932043974724,0.0135064006007473,4.64926598168492,"1016","Higher than gene mean",1,0
2753,"LOC126356354",2753,"Branch 4",1,539,"DEG cluster 3+4","zwei Ig domain protein zig-8-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.56357154995134,0.0058172348437197,4.71918573354184,"1016","Higher than gene mean",1,0
2754,"LOC126278781",2754,"Branch 4",1,540,"DEG cluster 3+4","hemicentin-2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.10615481445485,0.0196419319547992,4.15653108948732,"1016","Higher than gene mean",1,0
2755,"LOC126335917",2755,"Branch 4",1,541,"DEG cluster 3+4","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.84316046377155,0.0269938921156836,4.29773981199071,"1016","Higher than gene mean",0,0
2756,"LOC126297832",2756,"Branch 4",1,542,"DEG cluster 3+4","intermembrane lipid transfer protein VPS13A-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.52290892709516,0.000529325556813031,4.58241955393136,"1016","Higher than gene mean",0,0
2757,"LOC126298632",2757,"Branch 4",1,543,"DEG cluster 3+4","glutamate decarboxylase","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.72001096655305,0.000460343754199661,4.37460321539942,"1016","Higher than gene mean",1,1
2758,"LOC126335018",2758,"Branch 4",1,544,"DEG cluster 3+4","carcinine transporter-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.62010323514222,0.00298712979100938,4.24698867065489,"1016","Higher than gene mean",0,0
2759,"LOC126285146",2759,"Branch 4",1,545,"DEG cluster 3+4","uncharacterized LOC126285146","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.6216088739703,0.00380256653599721,4.21071643754972,"1016","Higher than gene mean",0,0
2760,"LOC126354795",2760,"Branch 4",1,546,"DEG cluster 3+4","protein slit-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.46696041383899,0.000183178746718565,4.32836318184104,"1016","Higher than gene mean",0,0
2761,"LOC126354816",2761,"Branch 4",1,547,"DEG cluster 3+4","sodium-dependent neutral amino acid transporter B(0)AT3","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.66840721882937,0.00145334347147469,4.51633578959315,"1016","Higher than gene mean",1,0
2762,"LOC126299259",2762,"Branch 4",1,548,"DEG cluster 3+4","solute carrier family 41 member 1-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.37231496159499,0.000994838237102713,4.75317219397619,"1016","Higher than gene mean",0,0
2763,"LOC126271872",2763,"Branch 4",1,549,"DEG cluster 3+4","peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.87549867776774,0.000762273979810298,4.5701596004549,"1016","Higher than gene mean",1,0
2764,"LOC126365875",2764,"Branch 4",1,550,"DEG cluster 3+4","voltage-dependent calcium channel subunit alpha-2/delta-3","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.59508137025354,0.00382116400581023,4.53563100564106,"1016","Higher than gene mean",1,0
2765,"LOC126273193",2765,"Branch 4",1,551,"DEG cluster 3+4","uncharacterized LOC126273193","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",3.79326607971011,0.000782585537222915,4.96601365165019,"1016","Higher than gene mean",1,0
2766,"LOC126282112",2766,"Branch 4",1,552,"DEG cluster 3+4","atrophin-1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.70184453889806,0.00196743145727144,4.81821463616432,"1016","Higher than gene mean",1,0
2767,"LOC126281991",2767,"Branch 4",1,553,"DEG cluster 3+4","lachesin-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.35819615376679,0.00402696211519049,4.57822227653987,"1016","Higher than gene mean",0,0
2768,"LOC126298176",2768,"Branch 4",1,554,"DEG cluster 3+4","uncharacterized LOC126298176","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",3.0516523425883,0.00451847875278887,4.52283933261901,"1016","Higher than gene mean",0,0
2769,"LOC126267870",2769,"Branch 4",1,555,"DEG cluster 3+4","hemicentin-2-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.71258731292949,0.0090865426613251,4.79220328591544,"1016","Higher than gene mean",0,0
2770,"LOC126278105",2770,"Branch 4",1,556,"DEG cluster 3+4","uncharacterized LOC126278105","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.8626455894829,0.0204080401760287,4.56209048912705,"1016","Higher than gene mean",1,0
2771,"LOC126282289",2771,"Branch 4",1,557,"DEG cluster 3+4","mucin-5AC-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.30709338449214,0.00433834970997441,4.56240623504288,"1016","Higher than gene mean",0,0
2772,"LOC126354518",2772,"Branch 4",1,558,"DEG cluster 3+4","uncharacterized LOC126354518","lncRNA","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.18390099489874,0.00615920274461432,4.64161641369071,"1016","Higher than gene mean",0,0
2773,"LOC126267133",2773,"Branch 4",1,559,"DEG cluster 3+4","G-protein coupled receptor 52-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.20426924656574,0.00498967398087538,4.76204646081668,"1016","Higher than gene mean",1,0
2774,"LOC126355729",2774,"Branch 4",1,560,"DEG cluster 3+4","dipeptidase 1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.95564672538837,0.00374115524469404,4.64430265777111,"1016","Higher than gene mean",1,0
2775,"LOC126343983",2775,"Branch 4",1,561,"DEG cluster 3+4","zinc finger protein 628-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.63060154654719,0.00135188003578877,4.30392820765235,"1016","Higher than gene mean",1,0
2776,"LOC126365773",2776,"Branch 4",1,562,"DEG cluster 3+4","protein nervous wreck","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.52686522528192,0.00270122921949919,4.55382884070646,"1016","Higher than gene mean",1,0
2777,"LOC126293524",2777,"Branch 4",1,563,"DEG cluster 3+4","acetylcholine receptor subunit alpha-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.38362797845257,0.00781648041527592,4.30025610680149,"1016","Higher than gene mean",1,0
2778,"LOC126336990",2778,"Branch 4",1,564,"DEG cluster 3+4","serine protease HTR4","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.37866697243891,0.00274500471191907,4.2607887481951,"1016","Higher than gene mean",1,0
2779,"LOC126335046",2779,"Branch 4",1,565,"DEG cluster 3+4","uncharacterized LOC126335046","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.63898023422325,0.0166331783364435,4.3668585516215,"1016","Higher than gene mean",0,0
2780,"LOC126355635",2780,"Branch 4",1,566,"DEG cluster 3+4","uncharacterized LOC126355635","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.15958256761907,0.0178964544383561,4.43786643054437,"1016","Higher than gene mean",0,0
2781,"LOC126272742",2781,"Branch 4",1,567,"DEG cluster 3+4","limbic system-associated membrane protein","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.84261475067789,0.038503702638396,4.6010336269594,"1016","Higher than gene mean",0,0
2782,"LOC126293246",2782,"Branch 4",1,568,"DEG cluster 3+4","AF4/FMR2 family member lilli","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.90217717783341,0.00912340988101402,4.73834952670785,"1016","Higher than gene mean",0,0
2783,"LOC126267234",2783,"Branch 4",1,569,"DEG cluster 3+4","uncharacterized LOC126267234","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.43693151458786,0.00339285817946256,5.10327168272261,"1016","Higher than gene mean",0,0
2784,"LOC126336288",2784,"Branch 4",1,570,"DEG cluster 3+4","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.1262800855103,0.000555610001952476,4.8445922729251,"1016","Higher than gene mean",0,0
2785,"LOC126320104",2785,"Branch 4",1,571,"DEG cluster 3+4","2-phosphoxylose phosphatase 1","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.01006502848977,0.0444921191165915,4.63530018117833,"1016","Higher than gene mean",1,0
2786,"LOC126267430",2786,"Branch 4",1,572,"DEG cluster 3+4","uncharacterized LOC126267430","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.39135065365234,0.0471882686926096,4.76215315723383,"1016","Higher than gene mean",0,0
2787,"LOC126298940",2787,"Branch 4",1,573,"DEG cluster 3+4","uncharacterized LOC126298940","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.57342713085193,0.00097340478901074,5.09316204689942,"1016","Higher than gene mean",0,0
2788,"LOC126354277",2788,"Branch 4",1,574,"DEG cluster 3+4","allatotropins-like","protein_coding","Infection + diet",5,"infected_diet33_vs50; infected_diet83_vs50; infection_average_all_diets; infection_diet50; interaction_diet83_vs50","Average infected; Infected diet 50; Infection response diet 50",4.10757670251313,2.77615151301753e-06,5.42580470415455,"1016","Higher than gene mean",0,0
2789,"LOC126355995",2789,"Branch 4",1,575,"DEG cluster 3+4","glycine receptor subunit alpha-2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.77395860952379,0.00852693955357582,4.75212569435144,"1016","Higher than gene mean",0,0
2790,"LOC126291750",2790,"Branch 4",1,576,"DEG cluster 3+4","multiple coagulation factor deficiency protein 2 homolog","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.26452985538477,0.0326914821502686,4.54343901264383,"1016","Higher than gene mean",0,0
2791,"LOC126333259",2791,"Branch 4",1,577,"DEG cluster 3+4","uncharacterized LOC126333259","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.07285791255922,0.0489954130129123,3.79675044717539,"1016","Higher than gene mean",0,0
2792,"LOC126273177",2792,"Branch 4",1,578,"DEG cluster 3+4","uncharacterized LOC126273177","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.58703300463725,0.00377748722414225,4.35184065294211,"1016","Higher than gene mean",0,0
2793,"LOC126272414",2793,"Branch 4",1,579,"DEG cluster 3+4","obscurin-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.44149813594911,0.0380939681031693,4.06561381456324,"1016","Higher than gene mean",1,0
2794,"LOC126266674",2794,"Branch 4",1,580,"DEG cluster 3+4","activator of 90 kDa heat shock protein ATPase homolog 1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.95279811122043,0.0343701111418638,4.86701339817818,"1016","Higher than gene mean",0,0
2795,"LOC126297745",2795,"Branch 4",1,581,"DEG cluster 3+4","cullin-1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.09916215673504,0.00400430519238228,5.12538243398696,"1016","Higher than gene mean",1,1
2796,"LOC126355448",2796,"Branch 4",1,582,"DEG cluster 3+4","synaptotagmin-6","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.186296995605,0.0142748084230572,4.61759599948488,"1016","Higher than gene mean",1,0
2797,"LOC126284920",2797,"Branch 4",1,583,"DEG cluster 3+4","calsenilin","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.49155347659388,0.0107928061879805,4.90582776032519,"1016","Higher than gene mean",0,0
2798,"LOC126336864",2798,"Branch 4",1,584,"DEG cluster 3+4","potassium voltage-gated channel protein Shaw-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.31764036505412,0.00428939209342293,5.14038113741204,"1016","Higher than gene mean",1,0
2799,"LOC126267452",2799,"Branch 4",1,585,"DEG cluster 3+4","uncharacterized LOC126267452","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.68641074062071,0.0100509583703565,4.03790643361359,"1016","Higher than gene mean",0,0
2800,"LOC126356008",2800,"Branch 4",1,586,"DEG cluster 3+4","uncharacterized LOC126356008","protein_coding","Diet in infected",1,"infected_diet33_vs50","Infected diet 50",1.60168719267381,0.0392692724625527,4.13603721182302,"1016","Higher than gene mean",1,0
2801,"LOC126281383",2801,"Branch 4",1,587,"DEG cluster 3+4","cytochrome P450 6j1-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.4198434824811,0.0334206043632169,4.12158559364696,"1016","Higher than gene mean",0,0
2802,"LOC126298060",2802,"Branch 4",1,588,"DEG cluster 3+4","uncharacterized LOC126298060","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",2.06958831219421,0.0246915640776956,3.97172243462002,"1016","Higher than gene mean",0,0
2803,"LOC126299303",2803,"Branch 4",1,589,"DEG cluster 3+4","uncharacterized LOC126299303","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.6484136001436,0.0431550556460611,3.86431331383361,"1016","Higher than gene mean",0,0
2804,"LOC126335652",2804,"Branch 4",1,590,"DEG cluster 3+4","Down syndrome cell adhesion molecule-like protein 1","protein_coding","Diet in infected",1,"infected_diet33_vs50","Infected diet 50",1.86711290416158,0.0316013854245202,3.4202216847046,"1016","Higher than gene mean",0,0
2805,"LOC126269609",2805,"Branch 4",1,591,"DEG cluster 3+4","thyrotropin-releasing hormone-degrading ectoenzyme-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.43629049384422,0.0204944736670267,5.32034403289879,"1016","Higher than gene mean",1,0
2806,"LOC126278048",2806,"Branch 4",1,592,"DEG cluster 3+4","uncharacterized LOC126278048","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.70661674100828,0.041869830016665,5.17949849961204,"1016","Higher than gene mean",1,0
2807,"LOC126341482",2807,"Branch 4",1,593,"DEG cluster 3+4","uncharacterized LOC126341482","lncRNA","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.64984668477158,0.0090865426613251,5.4584844683571,"1016","Higher than gene mean",0,0
2808,"LOC126281385",2808,"Branch 4",1,594,"DEG cluster 3+4","cytochrome P450 6j1-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.40925241113473,8.74558924323658e-05,4.64692896442975,"1016","Higher than gene mean",0,0
2809,"LOC126297497",2809,"Branch 4",1,595,"DEG cluster 3+4","PI-PLC X domain-containing protein 1-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.66511362536999,0.000148846577477689,4.43249241249606,"1016","Higher than gene mean",0,0
2810,"LOC126299077",2810,"Branch 4",1,596,"DEG cluster 3+4","ETS-related transcription factor Elf-1-like","protein_coding","Infection + diet",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",2.28376130297489,0.00883575041251449,4.45801406522399,"1016","Higher than gene mean",0,1
